         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       -0.003949326     -0.02639363     0.01993194     -0.004784291     -0.02000457     0.001521826     0.005432398     0.02209412     0     0.00132357     -0.02487114     0.003835568     0.01670424     0.05586964     -0.03080375     -0.02372922     0.01292899     0.01042817     
F01       0.0003840765     0.03624956     -0.06662986     -0.03959369     0.01381521     0.160647     0.06944581     -0.07157202     0     0.04444055     -0.09430027     -0.02850322     0.000897497     -0.03769094     0.02961041     -0.06031334     -0.004201544     0.0989748     
F02       0.05781952     0.0007589203     -0.102424     0.07450598     0.009315851     -0.02879444     0.0390721     -0.05340984     0     -0.005543007     0.03991426     -0.008472344     -0.02411314     -0.05562759     0.0540516     0.01786404     -0.01262115     -0.008323747     
F03       -0.001114279     0.01442389     0.01410129     -0.04833955     0.008180603     0.2148895     -0.005476099     -0.3264113     0     -0.1805709     0.153951     0.1838001     -0.007382292     -0.01253392     -0.02848324     0.1156559     -0.03560726     -0.03284896     
F04       0.0006154089     0.02524374     0.1331279     -0.09512214     0.001128953     0.04707778     -0.06477235     0.02882082     0     0.006771619     -0.03393168     0.01250922     -0.001687654     -0.08324619     0.02314283     -0.01081367     0.0009500915     0.01709709     
F05       0.0002366956     0.01117213     -0.02768845     -0.04478555     0.004289015     0.2953389     0.006912702     -0.3627885     0     0.03888134     -0.1099346     0.07500441     0.0004147018     0.001086524     0.03787205     -0.08573677     0.04913464     0.09673294     
F06       -0.0002151677     -0.0108106     -0.0459998     0.06470262     -0.05486828     0.1410682     0.1236628     -0.162231     0     -0.05257421     0.1093012     -0.03429267     -0.0009039082     0.1595112     -0.2684202     -0.01954827     0.0619779     -0.02796171     
F07       0.0002904193     -0.005706976     0.008936305     0.009403463     -0.004454809     -0.008664404     -0.06758388     0.1110088     0     0.03013877     -0.01214149     0.03674869     -0.0008505949     -0.0009263055     -0.05074815     0.1105583     0.03177268     -0.2065609     
F08       -0.001440543     0.132695     0.02435884     -0.5712762     -0.006550875     0.5790832     0.01171135     -0.1335735     0     -0.04568148     -0.06079842     0.04112363     -0.001538851     0.004045474     0.01449424     0.0199063     -0.04054532     0.03232706     
F09       -0.03127106     0.03408132     -0.05696955     0.06774616     0.05147843     -0.04380413     0.01317341     -0.01780233     0     -0.01879154     0.02643243     0.00101758     0.08120103     -0.2231745     0.1040154     0.02322822     -0.01779263     -0.007089371     
F10       0.0005600474     -0.003241424     0.0269178     -0.04423538     0.006147414     0.1446931     0.03070156     0.02762957     0     -0.1976871     0.06918802     -0.03709465     -0.000948527     -0.02844296     -0.005704183     0.0282554     -0.03549179     -0.001603975     
F11       0.0001608838     -0.3794878     0.1142994     0.2876926     -0.03086087     -0.01797678     -0.01202765     -0.03649987     0     -0.02121914     -0.01786648     0.03117987     0.005434231     0.1342772     -0.05642569     -0.00623814     -0.005776237     0.02001124     
F12       -0.001447211     -0.01080193     -0.05602451     -0.03933083     0.04323149     -0.1073472     0.256261     -0.03900206     0     -0.160023     0.1475586     -0.04769735     -0.001435661     0.05681363     -0.02930813     0.01600904     0.08276293     -0.0922256     
F13       -0.001580827     0.0307701     -0.02673734     -0.07416365     -0.003752404     -0.07762744     0.1159382     0.1403517     0     -0.01341228     -0.03562838     -0.06106824     -0.002078491     0.01585578     -0.002456104     0.2300863     -0.4685392     0.2320816     
F14       0.001710988     0.01008632     -0.03262015     0.03174837     -0.008325277     -0.1624626     0.2049589     0.4184029     0     -0.4631119     -0.3332559     0.3353241     0.004787312     -0.002893413     -0.004097729     -0.03896733     0.0009361274     0.03622454     
F15       0.001732642     -0.004404458     -0.02348824     -0.07702972     0.007661627     0.1692773     0.04698798     -0.08852369     0     -0.08731722     0.1087416     0.01366562     0.003427562     -0.02777193     0.2711603     -0.4269527     0.1744102     -0.07204683     
F16       0.0002757923     -0.006953638     0.1065352     0.08172341     -0.2708462     -0.04019398     0.2611666     -0.0672024     0     -0.09748416     0.05584503     -0.006248825     -0.003164346     -0.06341884     0.06936746     -0.009486032     0.01827178     -0.01997346     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
