         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.02494601     -0.01259556     0.02971479     -0.01111771     -0.007184417     0.001908844     -0.01218335     0.002670751     0     0.003708011     0.005850933     -0.005111157     -0.005403509     -0.002504903     -0.004464288     -0.00613987     0.003930275     0.001975624     
F01       -0.04994956     0.0374039     -0.0637808     0.01744533     -0.00749499     -0.007354759     -0.0005285917     -0.006061255     0     0.02903701     0.001736679     -0.006659586     0.03878126     0.04427014     -0.0197644     0.02759291     -0.03566486     0.01264666     
F02       0.01767111     -0.01947318     0.01038967     0.1155985     0.001740283     -0.03287555     0.01342835     8.507898E-05     0     -0.01761495     -0.02719867     0.03264589     -0.01939682     -0.03998151     0.009966962     -0.02355214     0.04508917     -0.002842393     
F03       -0.003173382     -0.006481422     -0.004087126     0.02918086     -0.01009366     -0.01126641     -0.003477623     0.09578665     0     0.01527441     -0.2319537     0.06608897     0.001420793     -0.001951361     0.01743165     -0.0494084     0.05852677     0.03169762     
F04       -0.03142234     -0.01234472     0.02312048     0.02418461     0.007799805     -0.001216703     0.001469147     0.0007800387     0     -0.01176768     -0.004115392     0.005294383     0.04211507     -0.09397446     0.05054161     -0.01549669     0.01467244     -0.006207225     
F05       0.0009310661     0.004644683     -0.005213019     -0.01165886     0.005748832     0.01937295     0.06329743     -0.006883746     0     -0.02308569     0.08614367     -0.1553195     -0.002068975     -0.004703853     0.01185519     -0.0489374     0.06617661     -0.01332895     
F06       -0.001535458     0.0334136     -0.01714078     0.08245756     -0.004666382     0.004271932     0.0477979     -0.270372     0     -0.03708331     0.1522272     0.01040715     -0.001595074     -0.02654254     0.02249383     -0.02116419     0.07609921     -0.05065566     
F07       -0.05740995     0.003329753     0.1187216     -0.0465683     -0.03000781     0.008681186     -0.02495701     0.007613427     0     0.005345332     -0.00366772     0.002587412     0.0222392     0.008165534     -0.01268155     0.01868588     -0.02016856     0.01004982     
F08       -0.004519824     -0.009744123     -0.00694046     0.01799015     -0.0014148     0.01646657     0.003318275     0.0329496     0     0.05363823     -0.008140538     -0.03462986     0.00374453     0.008244535     -0.04900999     0.2679904     -0.4798043     0.1837611     
F09       -0.0002904487     0.0103967     0.001955405     -0.01954226     -0.001262989     0.003731785     -0.02115064     -0.01290123     0     -0.008076364     0.07977233     0.04243425     0.0002595336     3.579219E-05     -0.004344245     -0.05068586     0.2171355     -0.2527052     
F10       0.01512461     -0.001368024     0.02948906     0.07540429     0.01649266     0.02699034     -0.2417883     0.02255862     0     0.02826923     -0.01481336     0.05649318     -0.01112259     -0.02844635     0.01768262     -0.002490674     -0.0191096     -0.006025212     
F11       0.01632363     -0.08360754     0.02948444     -0.04681389     0.004691577     0.02473046     -0.0001061458     0.002518165     0     -0.0004913136     0.006528032     0.001892218     -0.01359425     -0.05142901     0.3009742     -0.1619788     -0.01567613     0.01630232     
F12       -0.01198238     -0.00202143     -0.0174073     0.04286001     -0.004956453     0.03937964     0.01114888     0.001849856     0     0.008699322     -0.01561332     -0.00676626     0.01225846     0.01920362     0.08481698     -0.407636     0.2681004     -0.04765657     
F13       0.0006014291     0.0218028     0.006103442     -0.1678143     -0.005904586     0.302064     0.001598696     -0.1857758     0     0.003917576     0.01443229     0.01340506     -0.0009461846     0.004694297     -0.0174514     0.01132191     0.0009371912     0.009540305     
F14       0.01276475     -0.002975603     0.07706965     0.06112508     -0.2552994     -0.01573838     0.158744     0.005322973     0     -0.03234169     0.00218335     0.0001262233     -0.009840432     -0.02351914     0.02164799     -0.01645264     0.001927749     -0.003683813     
F15       0.009941434     -0.2503769     0.05424665     0.203883     -0.005304451     -0.04429172     -0.048249     -0.04810247     0     0.08756674     0.03038418     -0.04566332     0.004495722     0.06688653     -0.03234598     0.008041342     0.02293582     -0.01245538     
F16       -0.003821775     -0.08610947     -0.002654288     0.04286408     0.02447431     -0.003038067     0.1558744     0.04295726     0     -0.3464891     -0.03298473     0.1927437     0.007236389     0.04098392     -0.03365823     0.01102793     0.02098088     -0.02780269     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
