         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.003500139     0.009718996     0.0101831     -0.01247372     -0.0002971931     0.01017838     0.0006353735     -0.01107022     0     0.002735207     0.004043968     -0.002048829     0.01855749     -0.02414369     -0.01470108     0.01965764     -0.005304361     0.002362349     
F01       -0.0006227769     -0.1375123     0.02272347     0.1991435     0.0001433271     -0.01466818     -0.0002477499     0.0444697     0     -0.06182889     -0.1006003     0.07652235     0.005188034     -0.02946871     0.03799634     -0.0547542     0.01178945     0.0549767     
F02       -0.0001133603     -0.03271052     0.001589445     0.05384044     -0.0001129246     0.01460398     0.0008150261     -0.004802896     0     0.006726212     -0.1200776     0.03905465     -0.002451824     -0.004993408     0.03549879     5.12749E-05     -0.01079301     0.01731044     
F03       0.006453353     0.08190404     0.07929378     -0.05083887     -0.0004850587     -0.01046094     -0.002687701     0.008713673     0     -0.002892805     -0.009526144     -0.006431416     -0.01589194     -0.1114288     -0.01432593     0.04300221     0.01257404     -0.004852848     
F04       -0.0003110666     -0.06389803     0.02400269     0.02077865     0.001245452     0.001409471     -0.01252382     -0.0252664     0     -0.006784549     0.0970627     0.0216808     0.0006629956     -0.001682051     0.03468911     0.0687027     -0.0486569     -0.1034912     
F05       0.001310159     0.3388612     -0.1268832     -0.111176     0.001311163     -0.09106345     0.04607732     -0.055476     0     0.09724192     0.04364428     -0.05622004     -0.01362439     -0.1227272     0.04165023     0.02572128     0.01122401     -0.004636869     
F06       2.490072E-05     -0.002567056     -0.1082105     0.2367467     0.002499352     -0.1002171     0.0234714     0.008838919     0     -0.007380579     0.02596525     -0.01237997     0.07855573     -0.309473     0.1752468     -0.01898045     -0.02550421     -0.01069405     
F07       -0.000467997     -0.03698204     0.01960902     0.01970098     0.0004175615     -0.01929248     0.005374425     0.03852048     0     0.06705232     0.06836195     -0.1722772     0.002010765     -0.01830966     0.03996903     -0.02388292     0.003309366     -0.003074402     
F08       -0.0004673877     0.0234361     0.03620535     -0.002781854     -0.07541374     -0.01172899     0.01970706     0.01330892     0     0.01652049     -0.002869022     -0.007433688     0.0001228557     -0.03932357     0.04561045     -0.0232074     0.008072016     -0.004591287     
F09       0.07285152     -0.07645265     -0.06405109     0.06972322     0.000333006     -0.007213467     -6.08386E-05     0.0007810915     0     0.000115898     0.003385605     0.0006313029     -0.06270781     0.06913516     0.01287744     -0.02777125     0.006049366     -0.00236423     
F10       0.0006790364     0.05056521     -0.0417122     -0.02771888     -0.001324077     0.05689888     0.007846676     0.01897701     0     0.02119265     0.01654172     -0.0289345     -0.02228097     0.1260996     -0.007571491     -0.2332171     0.00737945     0.03341091     
F11       0.001441889     0.2151432     -0.003140397     -0.05591967     0.0003198253     -0.004827513     -0.01692337     -0.03028434     0     -0.1926346     0.05725985     0.1006565     -0.02373568     -0.05470475     -0.03638445     0.04744354     0.008094247     -0.02838245     
F12       -1.863042E-05     0.09468719     -0.03691193     -0.1113435     -0.001139899     0.1098407     -0.008524331     0.003716526     0     0.003755611     -0.03001     0.003005227     -0.007417563     0.09226275     -0.2331697     0.1468666     -0.03829391     -0.002856276     
F13       0.0004495856     0.07534195     0.003884407     0.03105833     0.0001699227     -0.05329289     -0.1742016     -0.008860254     0     0.2196321     0.001192307     -0.06848572     0.002212439     -0.09317703     0.07477863     -0.01817032     -0.007033816     0.009789313     
F14       0.0006654389     -0.02854948     0.01332346     -0.1155351     -0.001125731     0.3472784     -0.002183272     -0.3605479     0     0.03884035     0.1241559     -0.02123151     -0.003253586     0.03225756     -0.04051314     0.0329153     -0.01513713     0.0164068     
F15       0.0002186256     0.3488263     -0.02706113     -0.5363688     0.002573677     0.3101197     -0.001193427     0.02275135     0     -0.04237165     -0.06753534     0.02979058     -0.007074391     -0.1942129     0.2784613     -0.1115491     -0.03934129     0.03237089     
F16       -4.731724E-06     -0.03215514     0.02124467     0.05291371     -0.001507563     -0.1401487     0.005186675     0.09849227     0     -0.001899387     0.004081142     -0.01463717     -0.006873312     0.02212541     -0.05422364     0.3078654     -0.389173     0.1295558     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
