         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.03613895     0     -0.02242265     0.001199932     -0.007183162     7.771378E-05     0.0009883641     0.0008796941     0     0.002540502     0     0.001062915     5.549413E-08     0     -0.019013     0     -0.003820872     0.0059148     
F01       0.03953655     0     -0.1280684     0.005967359     0.02716432     -0.003971824     -0.003810125     0.00950482     0     -0.0004413066     0     0.0008641114     0.01995319     0     -0.01526392     0     0.02638698     -0.07271501     
F02       -0.01687983     0     -0.03661081     -0.0003054049     -0.01830201     0.0007858059     0.003463719     0.0003255268     0     -0.0005528303     0     0.001791687     0.01966103     0     0.08270997     0     -0.04362354     0.02004064     
F03       -0.0174455     0     0.01974694     0.002948786     0.02183524     -0.001445958     0.002885501     0.01352805     0     0.002730131     0     0.002562208     -0.006476127     0     -0.00867307     0     0.246859     -0.2904921     
F04       0.002959165     0     0.02261857     0.001923909     -0.04044265     -0.0008379667     -0.008503198     -0.01125409     0     -0.05135832     0     0.1164004     -0.003586089     0     0.007984236     0     0.0392379     -0.07223339     
F05       -0.1143125     0     0.110438     -0.003595996     0.03737296     -0.004346336     -0.004608669     -0.00127101     0     -0.003234666     0     0.000186219     0.09228317     0     -0.1575977     0     0.03725052     0.002832079     
F06       -0.01370212     0     0.05568989     -0.1391448     0.03026303     -0.0107194     -0.001033655     0.01079967     0     0.002921614     0     0.002753952     -0.008185122     0     0.08151505     0     0.02041025     -0.01802826     
F07       -0.01348576     0     0.02483862     0.005633978     0.01614932     0.00450747     0.0293718     -0.1597566     0     0.008319673     0     0.002034374     -0.003658652     0     0.01954973     0     0.0466387     0.02484672     
F08       -0.01307321     0     0.0471174     0.006297265     0.06955607     0.007489822     -0.137301     -0.01785182     0     0.002973486     0     0.001461565     -0.004699046     0     0.004797346     0     0.0004445574     0.0256157     
F09       -0.01066222     0     0.02823076     0.03143219     0.01821782     -0.1310602     -0.001171945     0.01325643     0     0.004828142     0     0.001294419     -0.006167176     0     0.0316761     0     0.02209369     0.006935966     
F10       -0.0413835     0     0.404878     0.005651642     -0.4636622     0.01104949     0.01999266     0.02514357     0     0.02800219     0     -0.001858514     -0.01310603     0     -0.01142223     0     0.007149737     0.001026751     
F11       -0.008593622     0     -0.01821238     -2.281162E-05     0.1232097     0.0038329     0.02471218     0.02176957     0     -0.1964176     0     -0.00536075     -0.0007565369     0     -0.004778203     0     -0.03388965     0.08535697     
F12       -0.01826561     0     -0.008315906     0.00583099     0.05224609     0.007800406     0.00617714     0.01989828     0     0.008930604     0     -0.0009394349     -0.01272093     0     0.206652     0     -0.4952514     0.2205224     
Fz       0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
Pz       0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     
F4       0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     
C4       0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     
