         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.0276324     -0.02492036     -0.01103458     0.005823622     0.001228899     0.01074991     0.0001142867     -0.008675084     0     -0.003625319     0.006946493     0.0008772602     0.02293816     -0.00854463     -0.003604709     0.0001431248     -0.0004103883     0.003472635     
F01       -0.005730233     -0.03272019     0.0002639175     0.01342058     -0.0005030686     0.2538708     -0.00270062     -0.07526499     0     -0.01875474     -0.1092269     0.04161923     -0.004322907     -0.001897106     -0.0113367     -0.02570423     -0.0003384741     0.04083738     
F02       -0.004185164     -0.01879462     -0.0003168423     0.006920402     0.003371319     0.1306464     0.008414062     -0.1198197     0     -0.0009567013     -0.1909162     0.06783733     0.004977048     0.007657877     -0.007388269     0.01387501     0.004307143     0.06207881     
F03       0.006669475     -0.217231     0.0115568     0.01734702     0.01800369     0.1466087     0.01629645     -0.06007631     0     -0.01483941     -0.01329524     0.0106781     0.03082185     0.02590653     0.03006558     -0.02482076     -0.007468979     0.0062686     
F04       -0.03888341     0.004715986     -0.001713098     -0.0007232634     0.004894401     0.08866049     0.004842895     -0.008711301     0     -0.003838215     0.01990653     0.0004005295     0.03802943     0.02309598     0.03486365     -0.2258087     -0.03017474     0.04608224     
F05       0.01747036     -0.03535783     0.01500289     0.001995285     0.01103229     0.09118868     0.020457     -0.02958671     0     -0.07290865     0.088318     -0.1478992     -0.009974771     -0.006815516     0.01604003     -0.03290184     -0.01082855     0.04141049     
F06       -0.1438348     0.00116783     -0.003742938     0.001859076     -0.002568303     0.003940345     0.0003471565     0.003086957     0     0.008190192     -0.0004671198     0.003400609     0.1373487     -0.003627008     0.02595311     -0.03612071     -0.002633702     0.003654368     
F07       0.006745693     -0.01399235     -0.009478475     0.0002566645     -0.0006906766     -0.004507551     -0.00729595     0.008361378     0     -0.01819499     0.1188505     0.005581691     -0.004412861     -0.003764563     0.001846266     0.1163295     0.01053703     -0.2376413     
F08       -0.05999178     0.07801667     0.0208244     0.00209687     0.004375352     -0.02753018     0.008093471     -0.008092464     0     -0.01382441     0.01242343     0.008104005     0.08847622     -0.2931903     0.207212     -0.02694538     -0.003311503     -0.008107689     
F09       0.01989739     -0.01123855     0.05312062     0.004424576     -0.17197     0.1119713     0.07336706     -0.1028862     0     -0.001331282     0.03120989     -0.0008115201     -0.01472286     0.004006106     0.003532741     -0.01488517     0.002641912     0.0001177353     
F10       -0.05637004     0.05677047     -0.01118257     0.007773317     0.004910163     0.07812762     0.01867253     -0.04430826     0     -0.03461647     -0.00799841     0.01667363     0.06546319     0.06382862     -0.4587302     0.3031204     -0.008226682     -0.03380682     
F11       0.1185951     0.1604533     -0.293121     0.0029577     0.01561616     0.03876395     0.04456499     -0.03375166     0     0.01032413     0.001639465     -0.002072775     -0.07390417     0.005748721     0.01218056     -0.03118823     -0.004752957     0.007808012     
F12       0.0275721     -0.02660747     0.0411041     0.003488599     0.007162901     0.1610712     -0.3164585     -0.03964579     0     0.1338711     -0.03839351     0.06199992     -0.01867173     -0.00275813     -0.005482341     0.000592914     -0.003226025     -0.0109954     
F13       -0.009001905     0.0895094     0.01331818     -0.2505364     0.007267428     0.2332746     -0.0007123218     -0.07603805     0     -0.0004409254     -0.01190328     -0.003288174     -0.001203528     -0.0002471658     0.01622804     -0.01009991     -0.004872249     0.01041858     
F14       -0.00600731     -0.01670344     0.004323245     0.01121767     0.0217706     0.1820327     -0.001004237     -0.5101332     0     0.0200674     0.3006506     -0.004703854     -0.002082698     0.002961519     -0.008586411     0.05431181     0.007515962     -0.02534451     
F15       -0.01254582     0.005567416     -0.009484994     0.01233677     -0.007754641     -0.02168677     -0.05683948     -0.03993795     0     0.3519024     0.03445888     -0.2856555     0.0168568     -0.0001480803     -0.03567366     -0.008738766     0.005428298     0.03835685     
F16       -0.007219812     0.002911793     -0.000580637     0.003745121     0.002340706     0.03000204     0.004269915     -0.04288454     0     -0.01664362     0.00430312     0.01251279     0.01133533     0.002048189     0.01095213     -0.2669899     0.3695754     -0.1316657     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
