         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01781064     -0.01677624     0.0143145     -0.009239173     -0.001509659     0.001521392     -0.002070356     0.006434652     0     -0.004209843     0.001269915     0.000865071     -0.0008919647     -8.282579E-05     0.001287109     -0.0006555303     0.001913601     -0.001788819     
F01       0.03178242     -0.0371935     0.03789231     0.0186707     0.001786775     -0.01171005     0.00968476     0.01810174     0     -0.01817861     -0.002787813     -0.0006473504     -0.02914432     -0.01013362     -0.04240717     0.01071289     0.02538     -0.01907532     
F02       0.0003532885     -0.02193595     -0.003825528     0.1787508     -0.0008157487     -0.07097042     0.02744959     -0.07917849     0     0.006734496     0.001234073     0.02350672     -0.007389844     -0.006957434     -0.05597208     0.02193411     0.01404586     0.03529273     
F03       -0.001157161     -0.009897688     -0.007672695     0.07821813     -0.002808658     -0.03633349     0.04188734     -0.2097297     0     0.008337072     0.005876019     0.06036045     -0.0002903943     -0.005985507     0.004195783     0.0501132     -0.006183962     0.03822659     
F04       -0.001670061     0.01434371     -0.01408661     -0.01610969     -0.006591764     0.02103002     0.04518331     0.02186392     0     0.04996346     0.002452944     -0.1336806     0.0004311345     0.0001956793     -0.001743185     0.0002080336     0.028901     -0.03614099     
F05       -0.004869571     0.011981     -0.01134781     0.0004439995     -0.003455572     0.02265171     0.01088686     0.05353146     0     0.01311849     0.001612965     -0.0224354     0.00237027     0.0007635369     0.07195396     -0.09791391     -0.1380104     0.07693606     
F06       0.002550194     0.003861307     0.03367953     0.0803007     0.01343355     0.005242317     -0.1379515     0.02278204     0     -0.07530968     -0.008039335     0.06604508     -0.00571532     -0.008502447     -0.03366379     0.0160396     0.01128364     -0.01578992     
F07       0.00123075     -0.005516509     -0.02175701     -0.009560036     0.05708652     0.00733359     -0.0325793     -0.05039439     0     0.01825188     0.07090903     -0.0280647     0.001105866     0.002744083     -0.004007448     0.005461209     0.01746751     -0.03014049     
F08       0.04540203     -0.004287922     0.02540627     -0.1065154     -0.003625663     0.03027418     -0.04664968     0.007311365     0     0.02709296     0.001175533     0.001397653     -0.06571857     0.0198739     0.1841897     -0.05251015     -0.0565888     0.03067271     
F09       0.001798109     -0.01794337     0.009397155     0.0180729     0.003933548     -0.01012118     -0.04554307     0.01836161     0     -0.04565194     -0.002950593     0.1321759     -0.001341244     -0.004336518     0.007566919     0.00724887     0.1103604     -0.1824567     
F10       -0.06531193     -0.1048076     0.1767061     -0.02689327     -0.005794436     -0.002571278     -0.04347362     0.01306796     0     0.01994329     -0.00191309     -0.002729012     0.03056375     0.007005286     0.03750999     -0.006796024     -0.003305516     0.002019735     
F11       -0.001748398     0.002487712     -0.05553631     -0.06805404     0.1403213     0.06847604     -0.07971119     0.02369532     0     0.007956607     -0.08832697     0.03162559     0.00413683     -0.002813589     0.02440637     -0.007537631     -0.03298025     0.04850795     
F12       0.02715165     -0.3743641     0.03865885     0.3049637     0.002052225     -0.07012472     -0.01229499     0.006920288     0     0.009392913     -0.001246587     -0.009778813     0.008978647     -0.00840784     0.14952     -0.06416018     -0.02039381     0.01762389     
F13       0.001217765     0.1288182     -0.002783428     -0.1085101     -0.003750861     0.02073896     -0.01698062     0.01450805     0     0.005570109     0.004912966     -0.002789898     0.007185868     -0.1872368     0.2337506     -0.078919     -0.0158529     0.007284035     
F14       0.003055437     0.0006669513     0.01992461     -0.1745607     -0.01398612     0.4132381     -0.008455089     -0.2848047     0     -0.01304066     0.0165483     0.04060719     -0.002875931     0.002571885     0.0003064494     -0.01765407     -0.01351137     0.04156372     
F15       -0.005439788     0.01513489     -0.04051536     -0.06945104     -0.006323031     -0.005912326     0.3343702     0.06768811     0     -0.4453547     0.002219071     0.1643207     0.005593978     0.006762856     0.005667583     -0.003440299     0.02130066     -0.03185349     
F16       -0.0006001556     0.0179139     0.008002359     -0.03162974     -0.001105046     0.007432702     -0.01926499     0.07667372     0     -0.003541674     0.0001943894     -0.01221231     9.988927E-05     -0.003707291     -0.1021502     0.3645327     -0.4171849     0.118633     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
