         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01119179     -0.00343698     0.01158089     -0.004254991     -0.001234438     -0.01395729     -0.008308525     0.01342856     0     -0.004461092     0.002234109     0.005370167     0.01570265     0.009989868     -0.01709658     -0.006636318     -0.003954522     0.01267836     
F01       -0.005160477     0.001484022     -0.001679486     0.009885376     0.001208614     -0.07752541     0.008402826     0.06814138     0     0.009643036     0.01285318     0.09345236     -0.004686967     -0.002711299     0.002024493     -0.02639573     0.09360995     -0.08051097     
F02       0.003421641     -0.07750169     0.004533761     0.01077107     0.0112151     0.1835545     0.003979484     0.07428715     0     0.0004624579     -0.004425036     -0.2085547     0.0006651456     0.001363823     -0.03107592     -0.03033037     -0.01010458     0.07895318     
F03       -0.02092667     0.2878696     -0.009188955     -0.0170602     -0.00753565     -0.1543644     0.01727018     0.00915233     0     -0.02151131     -0.0008811229     -0.03096318     -0.02254738     -0.02596874     -0.02791669     0.01891045     -0.03221441     0.05890775     
F04       -0.01765087     -0.0222959     -0.04896213     0.007535653     -0.01031829     -0.06590205     -0.01057481     0.007223546     0     0.004182164     0.01166465     0.001068091     0.01003412     0.02451397     0.1946983     -0.0161863     -0.03686985     0.002247244     
F05       0.003082887     0.06606639     -0.008355147     -0.01117587     0.01788492     0.04182442     -0.1337026     0.01497078     0     0.002264085     -0.0230908     0.07359713     -0.00307922     -0.008236722     -0.04390666     -0.0005626313     0.03992181     -0.03935277     
F06       0.001735884     0.00224015     -0.0008388052     0.003173224     0.002321264     0.02695217     -0.01501639     -0.08085681     0     -0.01529188     -0.005900601     -0.005516944     0.002217122     0.00538204     0.01440036     -0.04068106     -0.1507906     0.2760398     
F07       -0.09843164     0.01907001     0.01497431     -0.002949462     0.006616849     0.02869819     -0.00499407     0.003882491     0     -0.003961368     -0.006246331     0.0133516     0.08707567     -3.195499E-05     -0.08687267     0.008842836     0.02281579     -0.01617301     
F08       -0.0004516464     0.05106389     -0.001559489     -0.003363682     0.003605752     -0.3756469     0.006563747     0.474234     0     -0.01886879     0.006881354     -0.1075432     0.000585304     0.001172796     -0.0005247395     0.07023785     -0.1336769     0.0005449658     
F09       -0.006023739     -0.05126476     -0.06550304     0.01026245     0.1974468     -0.04798489     -0.05927045     0.003903049     0     0.004770399     0.02486061     -0.03928973     0.00886275     0.004953659     -0.005267863     0.04775742     -0.04369945     0.02531417     
F10       0.01260575     0.1255353     -0.1965377     0.001463581     -0.00619418     -0.006624626     0.1318246     -0.02340958     0     0.03434599     0.003228177     -0.04947448     0.02259423     -0.001628675     -0.08516803     0.008704794     0.003385414     0.01060294     
F11       -0.001339592     -0.03002416     -0.002507804     -0.02058068     0.01646304     0.0923197     -0.01662282     -0.01449756     0     -0.02211986     0.01677916     0.07462073     0.00300728     -0.003475688     -0.07617712     0.4672936     -0.5908157     0.1155207     
F12       -0.006708687     -0.006933998     -0.01512593     0.004506249     -0.0083415     0.06942303     -0.01142418     0.06427316     0     0.01358896     0.0041911     0.02206294     0.003481738     -0.002997378     0.2495005     -0.4000174     -0.03730118     0.03992668     
F13       0.002522283     0.04834254     0.00810165     -0.01663793     0.01129593     -0.004553282     -0.002560487     0.001692573     0     -0.03230567     -0.001714782     0.01287129     0.03102693     -0.2775421     0.2656537     -0.03740683     -0.008468093     -0.007030043     
F14       -0.004533383     0.170011     -0.001030355     -0.3014518     0.002152145     0.1397304     0.00539228     -0.01905641     0     0.08170807     0.003514575     -0.08255845     -0.005909806     -0.005980713     0.01147934     -0.01031497     -0.00378728     0.0264246     
F15       0.0003471905     0.02029322     0.006413945     -0.01133101     0.002644675     0.03856858     0.09029369     0.02849156     0     -0.3473928     -0.02735913     0.2294947     -0.002272552     -0.003850599     -0.02137338     0.006336702     0.03809579     -0.04945567     
F16       -0.002997164     -0.02061416     0.004561654     0.004815578     -0.009316715     -0.02213139     -0.008708452     0.2090133     0     0.02517328     -0.4028097     0.1287255     0.001959321     0.00151085     0.001799756     0.007926271     -0.02820759     0.1223602     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
