         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.02944265     -0.008910889     -0.007798561     -0.004984987     0.007182975     0.001678459     0.005673741     0.001381641     0     -0.01207532     -0.0007747271     0.005967737     0.0002616288     -0.003940657     -0.008515865     0.006684461     -0.00415078     0.00491367     
F01       0.03883222     -0.0804738     0.01532421     0.007588719     0.05308378     0.0007533572     0.007075814     -0.004101868     0     -0.004793426     0.003264653     -0.02140364     -0.01947545     -0.003473857     -0.009039174     -0.02250548     0.003439115     0.001189439     
F02       0.02879258     0.02146726     -0.01898399     0.002872673     -0.146522     0.01381821     0.006407704     0.01427608     0     0.01672641     -0.004749872     0.01520619     -0.005182471     0.004209072     -0.01057314     0.03919102     -0.02608975     -0.01262674     
F03       0.008526261     0.06486759     -0.07181109     -0.007831592     0.07023825     -0.006413075     -0.01492287     -0.003304261     0     -0.0153337     0.0004101054     0.006691646     0.002579561     -0.05206832     -0.004963907     0.03390662     -0.0177711     0.006426327     
F04       0.02068932     -0.1065917     0.0007841475     -0.0191267     0.04251715     0.02634319     0.0002825854     0.07147316     0     -0.02611857     0.01550468     -0.03595349     -0.001987415     -0.006261294     -0.008892687     0.04189765     0.02267237     -0.003682898     
F05       -0.05231318     -0.05919572     -0.02473829     0.003931622     0.1042971     0.006681923     -0.005808427     -0.004498065     0     -0.01737957     -0.007980871     0.0007327647     0.0692592     -0.01532991     -0.004776266     -0.01104085     -0.01563627     0.008045289     
F06       -0.003171091     -0.02350098     0.01975956     0.0140627     0.03745585     0.02223556     -0.006349287     0.03592188     0     -0.07342956     0.003185393     -0.09460759     -0.001038669     -0.003559001     0.001389515     0.01206975     0.01318705     0.01479331     
F07       -0.003020159     0.02028242     0.01000523     -0.0012851     -0.04288372     0.06433729     -0.003634954     0.1264817     0     -0.03074842     0.01183388     0.007154826     0.001952551     0.003008393     0.00157309     -0.05910657     -0.1069115     -0.01544673     
F08       -0.005882979     0.0425472     -0.02626717     0.004346035     0.023056     0.003413548     -0.002360021     -0.001794461     0     -0.002674691     0.001369672     -0.008866865     0.003054945     0.0426514     -0.1658912     0.08129135     0.01503689     -0.007760558     
F09       0.02101159     -0.1427608     -0.01607456     0.2372683     -0.0105453     -0.05297241     0.001781124     -0.04540024     0     0.00682051     -0.001669899     0.01267383     -0.0009422704     3.355125E-05     -0.01220725     -0.00312983     -0.004196632     0.01636049     
F10       0.03344268     -0.01014714     -0.2025471     -0.02066763     0.2504267     -0.000645118     -0.03920912     -0.001328558     0     -0.05702868     0.003535167     0.02540913     -0.01272422     0.04104818     0.040482     -0.04614916     -0.01497568     0.01371639     
F11       -0.001821166     -0.01245725     0.02874861     0.01572897     0.06752196     -0.01140631     -0.04907144     -0.003344613     0     -0.2629563     0.01435988     0.2220075     -0.0006478721     -0.004517459     0.004680349     -0.02151699     0.006950589     0.007997416     
F12       0.002568741     -0.03363119     -0.006402889     -0.002176045     0.0334851     -0.01843583     -0.005541303     0.006681369     0     -0.08018295     0.03998884     0.09633268     -0.0001459292     -0.004498912     0.003341506     0.05323933     0.1356873     -0.2228965     
F13       -0.006700446     0.03402648     -0.01110823     0.004593988     0.01067104     -0.1640617     0.002984262     0.1930774     0     0.00863607     -0.01456533     -0.05391771     0.003471639     0.0047169     0.00488311     -0.01090972     -0.01968655     0.002395833     
F14       0.002229409     -0.01901077     -0.0001771781     0.003033174     0.003901084     0.02251018     -0.0031144     0.09548534     0     -0.04991844     -0.2546367     0.1454859     -0.0002772876     -0.002715622     -0.008861024     -0.003372896     0.03787528     0.04141964     
F15       0.003943287     -0.007142902     -0.002869397     0.01126032     0.1199031     0.005754045     -0.2940152     0.006705897     0     0.2204103     -0.004389578     -0.05902972     -0.000360893     -0.0112972     -0.00089714     0.01556472     -0.007682083     -0.005743889     
F16       -0.003999415     0.04498085     -0.01982331     0.002415572     -0.01209391     0.01077278     0.01239468     -0.008583024     0     0.01538569     -0.002832845     -0.03552632     0.007756514     -0.003064216     0.01928579     -0.297845     0.3091841     -0.05043259     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
