         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.03899492     -0.01690855     -0.01964211     0.01357843     0.004229689     0     0.006985726     -0.01576613     0     -0.008755377     0.007277349     0.006420869     0.01809588     -0.0191271     0.00308583     0.0006394727     -0.001449293     0.006959491     
F01       -0.008250035     0.1094071     0.008663826     0.02222074     0.001527588     0     -0.04940785     -0.03687157     0     0.02908369     -0.004074863     0.01997929     -0.01782101     -0.02394572     -0.01073614     -0.005528884     -0.005767488     0.02804657     
F02       -0.004772968     -0.01113601     0.008981507     -0.00604709     -0.003901489     0     0.006712309     0.02022424     0     0.06522473     0.07400113     -0.1044758     0.001382679     0.01359214     -0.0170252     0.02752684     0.005198786     -0.08866597     
F03       0.01172891     -0.02134011     -0.002161916     0.003068367     0.008834249     0     -0.02513573     -0.09191394     0     0.06246605     0.2141108     -0.09484538     -0.005064826     -0.0003938113     -0.01269253     0.01360701     0.01458856     -0.04426857     
F04       0.04172368     -0.04144448     0.005310786     -0.02558236     -0.02758134     0     0.01240997     -0.05970325     0     -0.004818496     0.01339045     0.0178295     -0.04174954     -0.01915639     0.1557791     0.04704062     -0.01447071     -0.02074831     
F05       0.007059832     -0.005352934     -0.02732409     0.09245574     -0.01824968     0     0.06099598     -0.3519315     0     0.09046326     0.202523     -0.08650266     -0.004248634     0.00704798     0.008553595     0.0002246839     0.01017348     -0.002213305     
F06       0.0415723     -0.01244107     0.0517199     0.06877811     -0.06817746     0     -0.3054077     0.02132989     0     0.3052236     -0.01852657     -0.08865151     -0.02616471     -0.0102373     0.01014843     0.01027898     -0.007328024     -0.01031526     
F07       0.005660359     0.01349964     -0.02769268     0.001100057     0.05325713     0     0.1090515     0.04278464     0     -0.391233     0.03884889     0.1606703     -0.00547556     -0.0001160256     0.0009217758     0.003763045     -0.002602384     -0.01337384     
F08       0.1523293     0.001347237     -0.04964297     -0.00989102     0.01778657     0     0.01571384     0.003565728     0     -0.02724613     -0.001427581     0.005676373     -0.1252858     0.01701979     -0.002345209     -0.002760947     0.005495368     0.003131601     
F09       0.004065265     0.01362139     -0.00874144     -0.003830338     0.01431672     0     -0.02244798     -0.001145494     0     -0.1142301     0.06179654     0.1398927     -0.0002777203     -0.006372286     -0.01118566     0.03824619     0.02601322     -0.1365298     
F10       0.07198093     -0.1346209     -0.08171875     0.0770572     0.04622618     0     -0.03418066     0.0008613248     0     0.01661143     -0.01050711     0.006338526     -0.07262678     0.2932054     -0.1717335     0.002039809     0.01140004     0.004830685     
F11       0.01473463     -0.2387363     -0.04393138     0.343484     0.04472919     0     -0.07097879     -0.1100388     0     0.05163375     0.009432458     0.0009376103     0.01219442     -0.01966851     0.0006193339     -0.006620138     0.008612634     0.007154148     
F12       -0.007857066     0.03123638     -0.0002520252     4.733442E-05     0.007753993     0     0.01112277     -0.06832538     0     -0.02751176     0.01268993     0.0195734     0.007967472     -0.01249341     -0.1640718     0.2418274     -0.01199067     -0.03603596     
F13       0.05507141     0.2656592     -0.2872372     -0.08225778     0.06507964     0     0.05360298     0.03612697     0     -0.01246846     -0.01383999     -0.01036721     -0.02345702     -0.06849091     0.01547879     0.006686748     -0.0176169     0.001268323     
F14       0.0002707412     -0.02377569     0.01096949     -0.0002305963     0.007410417     0     -0.02798157     0.057444     0     0.03273638     -0.01716035     -0.0159451     -7.476968E-05     0.01382265     -0.006986072     0.135989     -0.3011511     0.1312838     
F15       0.0191896     -0.05898755     0.1722139     0.08811136     -0.4964283     0     0.4369677     -0.02595391     0     -0.1818402     0.008892663     0.04421698     -0.01918297     0.01742503     -0.004322697     -0.006631057     -0.004941216     0.004071708     
Cz       0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
