         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01531382     0.001180865     0.0005234365     -0.003342783     0.01109351     -0.01595269     -0.02315222     0.01061204     0     0.01265849     0.00565397     -0.003123216     0.004112673     -0.004850625     -0.001384221     -0.005528224     -0.00186951     -0.0003253595     
F01       -0.002831932     -0.004618078     0.05190321     0.03909981     -0.0578119     0.01748512     0.07054226     -0.02853085     0     0.02095397     -0.04251351     -0.01003381     -0.01243144     -0.01922033     -0.01010289     0.004564524     0.0430468     0.02408136     
F02       0.026054     -0.001828674     0.02039405     -0.02117332     0.05242426     -0.004731059     0.04031303     0.0008428521     0     -0.02668911     0.01272855     -0.01798457     -0.01965945     -0.0384922     -0.01717462     -0.02613094     -0.004343971     0.01259168     
F03       -0.0006427626     -0.003753527     -0.008448745     0.01265469     -0.05532307     0.1292269     0.04260789     -0.1936045     0     0.0560065     -0.1312676     0.07328212     0.002719452     -0.00241956     0.002381067     0.00320712     0.0288395     0.04659486     
F04       -0.001855514     -0.001916113     -0.01624225     -0.009768934     0.01998337     -0.07371313     0.113809     0.09994379     0     -0.02488316     0.002349628     -0.1515594     -0.001754239     -0.001702352     -0.0002232187     0.0365397     0.03046726     -0.02775015     
F05       -0.002310521     0.003489072     -0.002172501     -0.00108495     0.0009209009     0.02492151     -0.05333358     0.01753973     0     0.02183526     0.04680648     0.06723101     0.0003264471     0.002959206     0.006639242     0.02847717     0.006333858     -0.1832346     
F06       0.003395003     0.03878829     -0.2097566     0.01651947     0.2294389     -0.02788624     0.01409722     -0.04303003     0     -0.03269893     0.0200627     -0.001830172     0.01119478     0.004624642     -0.01367928     0.007921836     -0.001263524     0.009971602     
F07       0.08486194     -0.01234089     -0.06161558     0.02240446     -0.07385737     0.06056622     -0.02754151     -0.02681347     0     0.02311933     -0.00626969     0.01186853     -0.06212046     0.02876913     -0.003323033     0.05417339     0.005717808     -0.02184383     
F08       0.0001838482     0.004236027     -0.02883897     -0.02636762     0.03091594     -0.04565188     0.08078639     0.03556715     0     -0.008197596     0.001576162     -0.02590501     -0.02634172     0.1442623     -0.03176707     -0.1096241     -0.02507149     0.04206341     
F09       0.0004869597     0.01587321     -0.01064117     0.02039589     0.1311791     0.2271076     -0.27926     -0.07309751     0     -0.03743345     -2.527247E-05     0.06129292     -0.001090659     -0.01197415     -0.004569772     -0.05469758     -0.06995569     0.05591278     
F10       0.006102039     0.007109326     -0.02336309     0.05802618     -0.1619734     -0.009275531     0.1877     0.09326008     0     -0.00673998     -0.0588914     -0.03980363     0.01004202     -0.006312977     0.01841638     -0.12156     -0.01378986     0.039586     
F11       0.001476386     0.01420942     -0.009856887     -0.2718679     -0.003334813     0.3786137     0.0666188     -0.1072321     0     -0.0773944     -0.01814056     0.01687754     0.002666572     0.02128673     0.003492235     -0.003024594     -0.03632644     0.02638146     
F12       -0.002670129     0.1430464     0.04284623     -0.05153072     -0.1335133     -0.04404538     0.05363463     -0.006448416     0     -0.002962877     0.02779241     -0.006191921     -0.01306327     -0.02720088     -0.009395486     0.003999305     0.02917661     -0.01951956     
F13       0.01057717     -0.001432899     -0.005179187     -0.02469715     0.03165953     -0.03629728     0.0125665     -0.01233211     0     -0.008389806     0.0222322     -0.003081248     -0.01356397     -0.06412633     0.2151744     -0.08918457     -0.02919829     0.01822681     
F14       -0.0002294389     0.01105564     0.004726247     -0.05843868     0.06372727     0.08758133     -0.3275733     -0.02108111     0     0.4370483     -0.02388672     -0.162119     0.001333537     -0.002739188     0.007945604     -0.02058613     -0.02379003     0.02679571     
F15       0.0004801624     -0.008609958     -0.009325709     -0.03172316     0.07940557     0.06038821     -0.1208805     -0.005704406     0     -0.0001114176     -0.02105553     0.02991964     0.003208245     0.009832293     -0.003903951     -0.1700317     0.3096501     -0.1237943     
F16       0.002413769     -0.01688751     0.007308236     0.03381609     -0.1039354     0.1627088     0.138041     -0.4315876     0     0.03702446     0.2823375     -0.1166649     0.001864929     0.003223964     -0.001267338     -0.01479502     0.04315472     -0.03406007     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
