         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01200806     -0.03217006     0.007760668     0.001429397     -0.003850538     0.01247977     0.001432747     -0.00706257     0     0.002336721     0.003964643     -0.004143347     0.01912068     -0.003120405     0.001647999     0.001863353     -0.01178557     0.009623434     
F01       -0.02415648     0.3326991     -0.02394774     -0.1731486     -0.03038943     0.009380104     0.02279599     -0.02034072     0     -0.1045633     0.06939905     0.09877231     -0.0301267     -0.004967273     -0.0277206     0.01394635     -0.01811789     -0.01393801     
F02       0.004242679     -0.3391527     0.01476017     0.4280924     -0.01126143     0.03756937     -0.03582175     -0.04549897     0     0.03810634     -0.08656444     0.01186324     0.02479167     -0.008063934     -0.01114788     -0.01624359     -0.02030124     0.04780802     
F03       0.008291191     -0.105464     0.01514903     -0.09964845     0.02885281     -0.06005546     -0.02099155     0.238355     0     6.502897E-05     0.04626955     -0.01701795     0.01662427     0.02166234     -0.004976272     0.03500533     -0.03169942     -0.05109018     
F04       -0.08293808     -0.04330833     -0.03489919     0.006432597     0.02040275     0.007882983     -0.01307663     -0.01205258     0     0.007097525     -0.007708968     0.01038237     0.05628061     0.105672     -0.02346834     0.01726754     -0.0142106     -0.003894561     
F05       0.01519337     0.003857767     0.004682487     -0.06786352     -0.0001344982     0.04035577     0.0008154584     -0.02363011     0     -0.01752946     -0.006659954     0.0237133     0.001831342     -0.1319127     0.1967758     0.03820672     -0.08864041     0.02277947     
F06       -0.03317087     -0.06865156     -0.05642191     -0.08176187     0.2985305     0.02669463     -0.07778433     -0.0009995495     0     -0.09186993     0.00436219     0.03703785     0.02113015     0.04452888     -0.004824475     0.0126586     -0.01928561     0.01352563     
F07       -0.01099666     0.01442648     -0.02237353     -0.008177837     -0.1015796     -0.03480222     0.2687829     -0.005421686     0     -0.08232263     0.008635703     -0.03467876     0.01176875     0.002210106     0.00490037     -0.005805907     -0.002573326     0.01750547     
F08       0.01173296     -0.06764462     0.01498772     0.09319867     -0.0003275994     -0.07440037     -0.01107275     -0.09565249     0     0.02740296     0.04233151     -0.002218615     -0.003321731     -0.01372004     0.03956978     -0.2635009     0.608428     -0.2826737     
F09       0.002705912     0.09913909     -0.001816286     -0.1489173     -0.005090499     0.03440216     0.03535618     0.1596663     0     -0.05687812     0.07479464     -0.117521     -0.01080234     -0.006190225     -0.01174866     0.004297656     0.1113514     -0.1960546     
F10       -0.01715069     0.1333515     -0.0007184502     -0.2443766     0.0145395     0.1674068     -0.1877279     -0.09238902     0     0.5600522     -0.02515819     -0.3285076     -0.001293137     0.01206238     -0.002468861     0.02533628     -0.08740765     0.09897389     
F11       0.1147138     -0.2258087     0.005817273     0.05754831     0.0025046     0.00622937     0.004245253     -0.004931292     0     0.007010834     -0.009253868     -0.00463422     -0.1227436     0.2534772     -0.04620253     0.02271966     -0.06393544     0.04090772     
F12       -0.0005507297     -0.03534311     -0.01532512     0.03528753     0.008857779     -0.03128026     -0.03319968     -0.02078583     0     0.01285545     -0.01006698     0.1829088     0.00508747     0.0182128     -0.01696599     0.02439088     0.13097     -0.2633859     
F13       0.01239962     0.005989882     -0.001840088     -0.01695139     0.00611223     -0.01095451     0.004200815     -0.03468423     0     -0.01378012     -0.02323128     0.02087046     -0.005171952     -0.0099563     -0.1321473     0.354742     -0.1931641     0.04851456     
F14       0.09551391     0.1169577     -0.3015992     -0.002529323     0.19721     0.006500104     -0.06376494     -0.03240816     0     0.03331153     0.01228403     -0.01424094     -0.03876964     -0.02950426     0.001749075     -0.02028092     0.03212383     -0.0128935     
F15       0.001220693     -0.113242     -0.02001619     0.4697783     0.01014897     -0.6345364     -0.04646142     0.3446999     0     0.1470963     -0.01195416     -0.1169396     -0.001039006     -0.01017058     -0.001414539     0.03632354     -0.055633     0.01092153     
F16       0.002069404     -0.1393414     0.0109243     0.1695377     0.001241632     0.07037931     -0.02169637     -0.4359478     0     0.08773468     0.422251     -0.1085894     0.009772136     0.006769415     -0.0145526     0.04904527     -0.01699021     -0.09049044     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
