         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.016487     0.03092211     0.01575922     -0.06813646     -0.01075561     0.03505067     0.004609982     -0.04367894     0     -0.0121113     0.06203255     -0.01227791     0.01626239     -0.01876914     0.01305745     -0.001355839     -0.02800695     0.01093674     
F01       0.01267846     -0.02079175     0.01831036     -0.08082328     -0.002842868     0.0264557     0.04069187     0.03764121     0     -0.06011334     0.09361438     -0.07628996     0.009071519     -0.01408702     0.004537006     -0.00349054     -0.0118362     -0.07466375     
F02       -0.004201645     -0.05047544     0.001527587     0.05944088     -0.001339946     -0.01003113     0.001505938     -0.007811571     0     0.008366941     0.1248797     -0.02685633     -0.001459429     0.04560925     -0.04367651     0.01690225     0.1913297     -0.3105064     
F03       0.003378894     0.0446615     -0.007042583     -0.05677891     -0.001534095     0.06935434     -0.005872948     0.1872098     0     0.00515329     -0.5317453     0.1174556     -0.002287948     -0.03765224     0.04902148     -0.09574829     0.0285884     0.2250915     
F04       0.03451954     -0.09317813     0.189583     0.07834142     -0.05635193     -0.01676213     0.02596705     -0.01852251     0     -0.009541551     0.01386357     -0.01096634     -0.05535163     -0.1188909     0.04179636     -0.02285226     0.05341477     -0.02495904     
F05       0.0005869342     0.000793736     -0.01737542     0.1535455     -0.006564371     0.2097647     -0.008401349     -0.6804572     0     0.05345074     0.2826884     0.01811736     -0.006719958     -0.0161168     -0.001105408     0.0107446     0.05830975     -0.04858468     
F06       0.001594647     -0.04043259     0.01510881     0.1029873     -0.02205331     0.04864975     0.05012609     -0.08586081     0     0.06321939     0.1595824     -0.3537008     -0.002722452     -0.02166721     0.01532063     -0.02287996     -0.07557429     0.1665754     
F07       -0.09800593     0.09812354     0.1189477     -0.1318177     -0.04562092     0.03579626     0.01063165     0.01609836     0     -0.01751197     0.001406535     -0.003016003     0.07323299     -0.09355936     0.05267616     0.006629149     -0.03655405     0.01515505     
F08       -0.01539651     0.09643798     -0.2339684     -0.1729028     0.4075327     0.03540257     -0.04583586     -0.03789731     0     -0.05478203     0.06052564     -0.03821062     0.02262178     0.007681409     -0.03166935     0.01507023     0.03560065     -0.01939111     
F09       0.005960932     0.3115065     0.00778     -0.4416763     -0.02036615     0.1594245     0.04531699     -0.01281637     0     -0.06626424     0.02741366     -0.002457517     -0.08234919     0.1498402     -0.09116412     0.01048448     0.005636449     -0.007946962     
F10       -0.01476422     0.03182486     -0.01509677     -0.002828635     0.005744582     -0.0267035     -0.0395459     0.2678458     0     0.05104901     -0.1047671     -0.01277947     0.00774767     0.0265264     -0.07846067     0.4179469     -0.7928784     0.2703766     
F11       -0.001513404     0.405069     -0.1032714     -0.2520547     0.002316587     0.02627779     0.0162772     0.04449316     0     -0.01628896     -0.0011194     -0.002761281     -0.003131703     -0.233488     0.1030185     0.07766528     -0.08136462     0.007422915     
F12       0.006443264     0.08251545     0.004857724     -0.5437894     0.007757936     0.9344887     -0.007541051     -0.5885372     0     -0.01421083     0.1141401     0.02011764     -0.006400471     0.01918647     -0.02613381     0.0846171     -0.1302508     0.05452711     
F13       -0.0001827889     -0.07026426     0.0917136     -0.0792955     -0.02518549     0.01327938     0.006706363     -0.05640666     0     -0.01732766     0.06547405     0.001871397     9.364851E-05     -0.2495143     0.54241     -0.1272634     -0.04996566     -0.02307852     
F14       -0.008763886     0.06789455     0.02003691     -0.09393968     -0.3161334     -0.01476834     0.5543696     -0.1049618     0     -0.04927233     0.06487572     -0.1342991     0.01016988     0.00990781     -0.004181853     -0.04015239     0.02863326     0.02619485     
F15       0.001598851     0.05511978     -0.03333697     -0.07192148     0.09819859     0.07149311     -0.383142     -0.121691     0     0.6413245     0.04025832     -0.303224     0.001773993     -0.01204327     0.008973309     -0.02969514     0.01862437     0.0173033     
F16       0.003022683     -0.058401     0.05051427     0.04836792     -0.01884441     -0.1489747     0.02224669     -0.01408731     0     0.007031701     0.04905856     -0.02879986     -0.006445917     0.05972156     -0.3768368     0.8128991     -0.4357837     0.05108052     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
