         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.004605506     0.08245768     0.002675082     -0.04004281     -0.006773048     -0.0247919     0.006308676     0.01818077     0     -0.007207415     -0.02367286     0.004248356     0.005815877     0.0008293798     -0.006798449     0.004634512     -0.01876045     0.02826377     
F01       0.0499176     -0.09618678     -0.0131301     0.04656685     0.008569116     0.02729574     -0.001313194     -0.0173387     0     -0.003833367     0.0101093     -0.002523658     -0.026624     -0.001501323     0.007131007     -0.004534699     0.0109566     -0.008720449     
F02       0.000149162     -0.008110103     0.0106665     -0.01806874     -0.003504501     -0.006096342     0.002653699     -0.02459017     0     -0.009251633     0.0236362     0.003479315     -0.001235177     -0.03406905     0.05348182     0.07066505     -0.01984715     -0.0267524     
F03       -0.01770356     -0.1415109     0.0251863     -0.02669588     0.001230328     0.1074504     0.0004903417     -0.02574204     0     -0.006507352     0.002942309     0.00604387     0.04747289     0.0231082     -0.002411974     0.006642072     -0.009988003     -0.005034854     
F04       0.001098598     -0.08298197     0.006010726     0.03165268     -0.009155528     0.1494714     -0.02192468     0.1506462     0     -0.01032634     -0.1257222     -0.01869704     -0.0003756562     0.002971599     -0.01998887     0.002571506     -0.03987362     0.0172711     
F05       -0.00125041     -0.0178015     -0.04298338     0.001216876     0.1115464     0.008714311     -0.03057614     0.002644712     0     -0.05285031     0.0007834763     0.01410368     0.00223816     0.008467129     -0.003654226     -0.0006598671     -0.006363966     0.008945498     
F06       0.0005644269     0.004003716     -0.009486252     0.00954869     -0.0450268     -0.02676686     0.1553858     -0.001454031     0     -0.1040837     0.002836296     0.01557905     0.0003392862     -0.0009113367     0.002339589     -0.004775725     0.002705148     0.004797797     
F07       0.0002124899     0.00860971     -0.001707501     -0.01029953     -0.004750876     0.01948604     0.03512523     -0.01782794     0     -0.1548119     -0.07302565     0.2556912     -0.002044446     -0.007612483     0.003099517     -0.006667822     0.0036007     0.01721612     
F08       -0.001088316     -0.03069613     -0.01073601     -0.01367863     0.01218408     0.004054492     -0.1095443     -0.05679997     0     0.3404763     0.009007405     -0.1301317     0.003157576     0.01637237     -0.005140388     0.01139556     -0.02879573     0.01830192     
F09       -0.001178345     0.01692451     0.0003286498     -0.03965534     -0.0001056809     0.07342206     -0.009650208     -0.1821736     0     0.0389694     0.2996155     -0.1220626     -0.002298723     0.000177571     -0.007759507     0.01350554     -0.03824641     -0.01005576     
F10       -0.0004299199     -0.01974762     0.005466959     0.006904208     -0.0002593093     -0.01241155     -0.001922863     -0.03988307     0     0.003530276     0.01217269     -0.00188755     -1.581968E-05     -0.001996002     0.01479468     -0.09839387     0.2884658     -0.1348596     
F11       0.0009977637     -0.1541604     0.04676578     -0.04267002     -0.007947619     0.108232     0.01086587     -0.02493996     0     -0.0305767     -0.005058337     0.0204687     -0.0110178     0.1491089     -0.05421435     0.02048977     -0.01599511     -0.004288697     
F12       0.001748605     -0.05801114     0.1592592     -0.08099168     -0.04495117     0.09425519     0.02231394     -0.03585236     0     -0.02076058     0.003119158     -0.008946514     -0.01413066     -0.03890866     0.01846756     -0.01366069     0.02539514     -0.007960255     
F13       -0.0001257034     0.1341527     -0.01311159     -0.3614074     0.01002419     0.3116789     0.001549897     -0.07058963     0     -0.01420219     -0.02879222     0.004895807     -0.002343311     -0.002890212     0.01175057     0.001115743     -0.02346493     0.02907412     
F14       -0.0001444881     -0.04855447     0.01245043     0.04472327     -0.00284307     -0.04762069     -0.007163378     0.05368321     0     0.01780107     -0.01317573     -0.01046743     0.001307845     -0.01791911     0.1411301     -0.1621032     0.03424417     0.006546359     
F15       -0.0003473632     0.03681966     -0.01292203     -0.03242389     0.003109369     -0.001077947     0.007594638     0.031742     0     -0.04337993     0.1107886     0.06885751     -0.0006459943     0.004270602     -0.01375805     0.01283739     0.08810578     -0.2955529     
F16       0.0008002879     -0.1008813     0.003875299     0.1673872     -0.01380421     0.2437834     -0.004654088     -0.5173075     0     0.02230824     0.1344211     0.02555519     0.003551779     0.0002534793     -0.003650052     -0.005875793     0.01969109     0.02114664     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
