         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.05898199     -0.02552863     -0.01774121     0.003936136     0.003500611     0.008081863     -0.007506095     -0.009983414     0     0.007919436     0.004226562     -0.001228424     -0.0004015327     -0.008332609     0.003637489     -0.0006196597     0.002815914     0.001061813     
F01       0.0146282     -0.1322203     0.00167514     -0.03009116     0.03995888     0.04027354     -0.07100314     0.04863663     0     0.01186014     -0.0108015     -0.009861465     0.01933971     0.02745317     0.01323836     -0.04732994     -0.00697469     0.007736137     
F02       0.007395925     0.003101423     -0.018207     0.05589669     -0.01644181     0.1170591     0.03560736     -0.3946747     0     0.02516597     0.09835449     0.0282958     -0.00462102     -0.01360573     -0.0002727953     0.05976922     -0.01471537     0.02105584     
F03       -0.01820733     -0.06109168     0.03356579     -0.02465787     -0.02993988     0.0580411     0.0656352     0.1682061     0     -0.002392541     -0.2600442     -0.003592945     0.01676871     0.007103428     0.001644955     -0.009113275     -0.01099618     0.05441188     
F04       -0.003102754     0.007293245     0.03509019     0.01882428     0.09287672     0.02040614     -0.2008924     0.05478775     0     -0.08910827     0.01023913     0.06087795     -0.01023329     -0.01781913     -0.00371919     0.04013894     -0.001607008     -0.02929892     
F05       0.1380513     -0.01714385     0.03541205     -0.00230011     -0.001132804     0.001058759     -0.02558305     0.003181228     0     0.02803702     -0.006563167     -0.01948269     -0.1668118     0.01207639     -0.001516389     0.00969891     -0.00828086     0.009611188     
F06       -0.01286214     0.01975844     -0.01731175     0.02357548     -0.003062187     0.02975886     0.01671927     0.03806523     0     -0.004566926     -0.01295983     -0.009893549     0.0083117     0.04933697     0.02099086     -0.2161456     -0.009698879     0.06637647     
F07       -0.07009142     0.07873356     0.1159632     0.03854034     -0.03171746     -0.3846951     0.05508041     0.2503626     0     -0.02092719     -0.05367784     -0.02295542     0.02864464     -0.009115712     0.01267258     -0.006164697     0.03172433     -0.01714725     
F08       -0.006996086     -0.0158138     0.01284896     0.004835126     0.0312493     -0.004493075     -0.08563592     0.01368466     0     -0.01053102     0.1051509     0.06771474     0.006256808     -0.0002644711     -0.0188567     0.09003539     0.0165245     -0.2322938     
F09       0.1457966     0.2174759     -0.3253275     0.06573231     0.02473462     -0.1994511     0.08562134     0.1367459     0     -0.05846664     -0.04108274     0.01437021     -0.09221138     -0.01218244     -0.008888134     0.00230926     0.02572987     -0.02924     
F10       0.06703471     -0.1212301     -0.01373267     -0.0513965     0.006186898     0.04051169     -0.002570738     -0.001232419     0     0.0001186184     0.004072613     -0.002733186     -0.1050134     0.2759621     -0.0644165     0.001446495     -0.01435378     0.001704191     
F11       0.005562454     0.001162451     -0.02053821     0.008452678     -0.02365485     -0.008457225     0.09332804     -0.08604673     0     0.1337084     0.2139536     -0.3260469     -0.001036783     -0.008692594     0.007456061     -0.00313211     0.001272885     -0.008967444     
F12       0.0125338     0.01557338     0.01179299     -0.02746306     0.002501447     -0.02914546     -0.03044227     0.03083521     0     0.01201285     -0.004968271     0.005805727     -0.00637596     -0.1988968     0.3732437     -0.1567688     -0.01811663     0.01629061     
F13       0.00932521     0.005803421     -0.01006648     -0.01022747     0.005149287     0.0395931     -0.01609821     -0.06770853     0     0.01453689     0.005339195     0.009913395     -0.008113807     0.008955221     0.01300923     -0.1746979     0.3040304     -0.1360647     
F14       0.03688219     0.002225338     -0.3897078     -0.03470327     0.5784004     -0.02202353     -0.2109454     0.00835988     0     0.03013076     -0.001567186     -0.0002761795     0.0149149     0.005819091     0.001461514     0.0003015416     0.005253659     -0.0005527939     
F15       -0.006805964     0.3612803     -0.04148092     -0.5205311     0.01350599     0.3071     -0.006400038     -0.07274237     0     -0.001350465     -0.004759956     -0.004837409     -0.01574022     -0.01572563     0.007856959     0.004539643     -0.02562603     0.01635436     
F16       0.007109512     0.03170808     -0.01628327     0.04669229     0.1119335     -0.007473759     -0.4437668     0.003215973     0     0.469192     -0.06757999     -0.1488714     -0.007052596     -0.006959385     -0.006778771     0.004046236     -0.01861195     0.03585648     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
