         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.000275724     -0.02224522     -0.003650657     0.03949902     0.03325231     -0.04248576     0.01163523     -0.006703136     0     -0.01335778     -0.08578677     0.09421747     -0.004062477     0.01729029     0.02061042     -0.01093793     -0.07181658     0.1066032     
F01       0.08280123     -0.006068663     -0.04833618     -0.003404054     0.005118819     -0.01800179     0.003210666     0.01429222     0     0.009574293     0.02428246     -0.02301469     -0.02668032     -0.02152378     0.01881481     -0.005833887     0.005316701     -0.009474905     
F02       -0.0007712715     0.002487839     0.007088448     -0.01324751     -0.01684926     0.08498044     -0.01618353     0.03619523     0     0.00395514     0.05177223     -0.05092489     0.001920115     -0.01974126     -0.02606046     0.01586672     0.02544933     -0.04739431     
F03       -0.07317949     -0.005032734     0.02064106     -0.01288011     0.01244113     0.01376794     -0.001273852     -0.00942475     0     0.0078025     0.01341292     -0.01565948     0.07239801     -0.02473638     0.005205776     -0.01115217     0.01049355     -0.002965088     
F04       -0.002562359     0.01992241     -0.001949625     0.1189719     0.02001023     -0.1064304     0.008871545     -0.0355764     0     0.02692928     0.01005752     -0.04239565     -0.004016072     0.00938497     -0.008013169     0.002863985     0.01579797     -0.01976517     
F05       -0.00560323     0.02143004     0.01876829     -0.04803679     0.004583423     0.007001423     -0.08365005     -0.0009614728     0     0.2043976     0.001039181     -0.1187486     0.002856186     -0.00995797     0.01359855     0.03003446     -0.08397025     0.05102478     
F06       -0.002982723     -0.009729365     -0.006149111     0.02662547     0.02083112     -0.08256964     -0.004591763     0.08646575     0     -0.0004652574     -0.000264319     -0.02937953     0.002574894     0.003277214     -0.01172818     0.09185839     -0.1623212     0.07169084     
F07       0.002834723     -0.02497371     -0.0161647     -0.0357765     0.08361853     0.0731065     -0.1236506     -0.08842417     0     0.1312028     0.0460863     -0.04695944     -0.002158042     0.02916983     -0.03554883     0.06350408     -0.03465387     -0.0158804     
F08       -0.002128049     0.01079512     -0.01842307     -0.173978     0.1242478     0.1273323     -0.01698283     -0.02675618     0     -0.07734475     0.01581285     0.02235145     0.0009452834     0.01389495     -0.01381464     0.05322047     0.01825463     -0.04825445     
F09       -0.008359688     -0.04753001     0.1436563     -0.0352717     -0.1457208     0.0861959     -0.02172041     0.02164089     0     -0.01799254     -0.04458688     0.04914179     -0.0005650162     0.02659794     -0.01237956     0.01096754     -0.002764747     -0.002819319     
F10       0.00730789     0.005939935     -0.08528433     -0.00469099     -0.03531596     0.006677919     0.003692371     -0.003991275     0     0.01654659     -0.02666367     0.01455365     -0.002990667     0.06010402     0.05523502     0.0214203     -0.05942617     0.03417725     
F11       0.002651555     -0.02326217     -0.02860725     0.02757495     0.005843243     0.01885204     -0.01946527     0.02348917     0     0.03635705     -0.1118135     0.05034709     0.001939231     0.001280048     -0.01245083     0.01801428     0.03114493     -0.02557693     
F12       -0.003646573     0.03125202     0.03134592     0.01816307     -0.04992037     -0.0711521     -0.02400349     -0.004478015     0     -0.06191796     0.07807682     0.09567859     0.0002957977     -0.01906664     -0.06723962     0.2051337     -0.02258327     -0.1399204     
F13       0.00381577     -0.03233006     -0.01472601     -0.02642354     -0.005660639     0.02171202     0.01562504     0.02332467     0     0.002853841     0.06370605     0.02168537     4.608285E-05     0.006088786     0.08750398     -0.04528712     -0.03618084     -0.09819176     
F14       -0.007320688     0.2113553     -0.01674334     -0.2057376     -0.007587612     0.1271381     -0.04910371     -0.01628201     0     0.02970007     -0.03539661     0.01231143     -0.0008096952     -0.03357875     -0.008507324     0.02049749     -0.09660812     0.07105283     
F15       0.001268806     0.04614247     -0.07102775     0.02037579     0.01198827     -0.0327183     0.05049322     0.02690398     0     0.002533039     0.01815394     -0.02474494     -0.003507544     0.1109961     -0.1605118     -0.03196459     0.04179595     -0.01721418     
F16       0.002847258     -0.003333834     -0.03343721     0.006807816     0.1373253     -0.1249177     -0.09902187     0.1221233     0     0.008835124     -0.001762925     -0.01951238     -0.004406078     0.02183829     0.00413131     -0.02795971     0.02421988     -0.01289731     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
