         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.0298856     -0.00748545     -0.001276362     -0.008593737     -0.0001237321     0.0005815718     0.0003413961     0.00569593     0     -0.001817825     -0.00904504     0.003620092     0.00679669     -0.00613901     -0.003324364     -0.00167685     0.001734872     0.005753396     
F01       -0.00458863     0.010055     -0.001833061     0.005226089     0.01898481     -0.001733654     0.002294081     -0.175407     0     0.01113321     0.06403545     0.005692998     0.003529078     0.009740051     0.009439114     -0.001914149     0.003163038     0.008191299     
F02       0.02241494     0.008081166     -0.003579585     -0.01044787     -0.1093192     -0.002457258     0.001989936     0.08472876     0     0.006650798     -0.01005121     -0.005880315     -0.005248126     -0.007176271     0.002551186     0.009405881     0.000575817     -0.02512889     
F03       0.07573895     0.0120971     -0.003316617     -0.003420711     -0.001880029     0.0001117659     -0.002902685     0.001234231     0     -0.001576928     0.0007568502     -0.002357343     -0.07824252     -0.01276042     0.007728545     0.005363818     -0.001957928     0.001301247     
F04       -0.001173429     -0.007946649     -0.00186456     -0.007985322     0.0007171725     0.0002026637     0.003614347     0.06279052     0     0.02701316     0.02277108     -0.07064455     0.002699788     0.006294983     -0.001798197     0.01263045     0.01258892     -0.09315338     
F05       0.04928531     -0.05647462     -0.002284964     -0.02781703     -0.03737985     0.00177534     0.003787105     0.001760482     0     0.008990209     -0.003697685     0.005303861     -0.09326697     0.23013     -0.03896288     -0.02692191     -0.001026681     0.008294028     
F06       -0.000340794     -0.2162054     0.007389584     -0.0213614     0.1345126     0.003668901     0.009239591     0.06061526     0     -0.06506517     -0.009937343     0.01209815     0.01315143     0.08310343     0.001027646     0.006322038     0.007298888     -0.01992585     
F07       2.988323E-05     -0.001851393     -0.0006884165     -0.001797439     0.01423842     -0.001527912     0.006998533     -0.02406155     0     0.05850492     0.00919061     -0.1235802     -0.0006310839     -0.002470161     -0.004930201     -0.01244991     -0.00894306     0.1006756     
F08       -0.006555707     -0.02130728     -0.002266591     -0.005551657     0.01236879     0.005611648     -0.009787216     0.1283688     0     0.01088696     -0.05969231     -0.02306023     -0.006371217     0.09632553     0.009272703     -0.2187795     -0.002661225     0.07693547     
F09       4.74015E-05     -0.01127866     0.002848896     -0.01229426     -0.009740237     0.006061526     -0.001439036     0.2226474     0     -0.03505445     -0.3164375     0.0947309     0.0004731006     0.006949974     -0.0075805     -0.02182007     -0.009540069     0.09579153     
F10       0.00174658     0.005272001     -0.0007339187     0.009812451     0.06007497     0.001410224     -0.004399322     0.06218127     0     -0.2406802     -0.005328743     0.1269163     -0.004167103     -0.008717395     -0.00426669     0.008932603     -0.001951395     -0.01520383     
F11       -0.002542621     0.002389573     0.01971417     0.006100755     -0.0124902     -0.003353133     0.002832643     0.01215351     0     -0.001311284     -0.0005149308     -0.001786529     -0.02449753     0.1693117     -0.2671724     0.1006883     0.0150027     -0.01822551     
F12       0.01090502     0.04900771     -0.1412709     -0.003900236     0.1276999     0.008913334     -0.0224246     -0.0261592     0     0.000420487     0.008121234     -0.0003652928     -0.002651401     0.008166326     -0.02453183     0.009079161     -5.659487E-05     0.001042726     
F13       0.002595227     -0.02338732     0.005518559     -0.0301974     -0.01599151     0.1748224     -0.0005543367     -0.1645403     0     0.005055213     0.0448921     0.001566608     0.0009328506     0.007132031     -0.006415167     -0.007170049     0.0009405802     0.006122789     
F14       -0.0002459668     -0.01194437     0.02081695     -0.006071438     0.07938086     0.001946236     -0.2085678     0.038396     0     0.1083264     -0.01842115     -0.008595298     -0.0009257934     -0.007414608     -0.0002027065     0.020083     -0.002367265     -0.01022511     
F15       -0.01298635     0.1846222     0.0155896     -0.2460398     0.00461333     0.01109028     0.00970681     0.09142265     0     -0.0197918     -0.02716321     0.001942893     -0.005796467     -0.03548936     0.03532668     0.00349701     0.003442102     -0.01283716     
F16       -0.0001159629     -0.01579129     0.01480597     -0.01246038     -0.01129014     -0.002418183     0.002383617     0.06186986     0     0.007904166     -0.02468186     -0.01705427     0.001652126     -0.01280933     0.01121826     0.1611281     -0.3148946     0.151408     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
