         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01812798     -0.04372628     0.000774338     0.03158651     0.008951917     -0.01134692     -0.008724353     0.00331143     0     -0.005780243     0.0005207096     0.01046183     0.04514461     -0.03240362     0.01861378     -0.005850153     0.001256048     0.000703777     
F01       0.01264273     -0.2041607     0.002416659     0.3964675     -0.004598519     -0.1183053     -0.01067334     -0.005570264     0     -0.02511585     -0.01055797     0.02379995     -0.0023815     -0.01084407     -0.02049078     -0.001367863     0.004403665     0.00159993     
F02       0.007374544     0.06615158     -0.002129716     -0.1041775     0.01866826     -0.07272866     -0.09386173     0.2535504     0     0.1064222     -0.01025748     -0.09222682     -0.01095806     -0.01478657     -0.0370714     0.001524713     0.03647637     -0.02717217     
F03       0.03820178     -0.02965758     -0.001717817     0.08249962     0.08258072     -0.01949329     -0.2645821     0.05526182     0     0.03163069     -0.04425661     0.07179738     -0.02279335     -0.02812627     -0.01114028     -0.002339027     0.01937105     -0.01663102     
F04       0.009931695     -0.3360547     0.01688478     0.2030579     0.03208274     -0.005949319     -0.002919716     -0.02574228     0     0.01665579     0.01231829     -0.0163176     0.02417539     0.0795045     -0.0005749274     -0.003818095     -0.01963011     0.0136838     
F05       0.06598043     0.01756297     0.01325681     -1.834698E-05     0.05652014     -0.01741539     -0.01613218     -0.0009738818     0     0.009763845     0.001059657     -0.01709605     -0.05815982     -0.1105222     0.06043885     -0.001150809     -0.013202     0.01341137     
F06       -0.0009172978     -0.01456003     -0.004557064     0.01222086     -0.01410085     -0.060254     0.1334603     0.05749519     0     -0.1224192     0.09424704     -0.10392     0.006307299     0.00744621     0.003287737     -0.001742392     -0.0391992     0.02404112     
F07       -0.005347004     0.002610022     -0.0003365443     0.01867134     -0.03645023     -0.01289439     0.2053678     -0.1724388     0     -0.2571846     0.1288337     0.1473137     0.005371758     -0.03882478     0.07007906     0.004566565     -0.0790104     0.07104026     
F08       0.07484791     -0.08834343     -0.00511805     -0.02162915     0.02365362     -0.03019669     -0.03986926     0.04390225     0     0.02536417     0.006667608     -0.01083269     -0.1186337     0.2818003     -0.1137091     -0.0001685206     -0.002679563     0.001381356     
F09       -0.04221766     -0.05179809     0.03420923     -0.05997371     0.2352597     0.01599916     -0.2768136     0.06574184     0     0.07048922     -0.02752819     0.004908799     0.0198567     0.04775596     -0.0152761     0.009387461     0.004640893     -0.008933642     
F10       -0.02298426     -0.04451203     -0.00426778     0.05481574     -0.01657184     0.0361777     0.03220144     0.002109975     0     0.0005916333     0.05313985     -0.01634348     0.02496581     0.1809443     -0.2984783     0.008758181     -0.01863626     0.003104394     
F11       0.01159289     0.06659688     -0.1220505     -0.01613172     0.1133369     -0.03211804     -0.04158594     0.03871765     0     0.02712665     -0.008844127     -0.02261381     0.009275772     -0.04631659     0.02884619     -0.001583673     -0.02367685     0.01442898     
F12       0.001160395     -0.01112386     0.006823935     0.01753176     0.02811351     0.03410227     -0.1584242     0.005169399     0     0.2276544     -0.07554794     -0.126513     -0.001302992     0.005462538     0.01191592     -0.001144909     -0.1466012     0.1864552     
F13       -0.003928295     -0.1467113     0.001674204     0.4557933     -0.003271105     -0.7564378     0.01287909     0.4829047     0     0.02162032     -0.06946669     -0.02667653     0.01171151     0.02783947     -0.01103321     0.01240117     0.002932806     -0.0205098     
F14       0.001234811     0.0312066     0.003571258     -0.07284654     0.01417362     -0.007439321     -0.0629331     0.1538467     0     0.0339932     0.01576147     -0.01313262     -0.001886561     -0.1005624     0.2680035     -0.0653313     -0.2595187     0.06025201     
F15       -1.741824E-05     0.00314999     0.001440807     -0.01374897     -0.005849503     0.03719514     0.007707672     -0.002752346     0     0.008197353     -0.0403813     -0.009337656     -0.0003947187     -0.0265136     0.1344384     -0.3117092     0.2514148     -0.03118333     
F16       0.007454484     -0.005779081     0.000732819     0.02389202     0.03396548     0.09649211     -0.1683242     -0.3213272     0     0.2577329     0.2826766     -0.1789246     -0.003142674     -0.02270314     0.01588494     0.01026948     0.04437791     -0.08039594     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
