         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       -0.003489109     -0.0173642     -0.0002057914     0.001240647     -0.009361503     -0.01352695     0.02347763     -0.0019816     0     0.004753165     -0.009946006     -0.002173772     0.003407572     0.05545517     -0.004495686     -3.174164E-05     -0.02337854     0.02988133     
F01       0.006972284     0.03766214     0.0229536     0.01341014     0.02870865     -0.01419564     0.03019883     -0.004846285     0     0.01640536     -0.02926617     -0.003517197     -0.003708561     -0.06537402     -0.03459067     -0.003337071     -0.009829595     0.003568487     
F02       0.05271396     -0.09664852     -0.04042761     0.02793115     -0.01181257     0.03451487     0.02962321     0.01575426     0     -0.02409691     -0.006666813     -0.002333849     -0.008915139     -0.008295555     0.01636062     0.001622926     0.00786992     -0.007409576     
F03       -0.006213822     -0.03351331     -0.003946844     0.007828758     -0.001799625     0.0983789     0.0004452212     0.009437931     0     0.0288769     0.0008981848     0.004088758     0.003574755     -0.01601584     -0.01391217     0.001734717     0.008502855     0.02577212     
F04       0.0007419782     0.1959922     -0.01312119     -0.03297921     -0.03991771     0.01699895     -0.155861     -0.01527603     0     0.1108151     -0.0284981     -0.002324904     0.002153503     -0.1203341     0.0225485     0.0005235139     0.02349183     0.02023053     
F05       0.002322507     0.004111208     -0.0004885518     0.005341329     0.005017971     -0.005928739     -0.03875953     -0.0499426     0     -0.01162339     0.205771     0.0002569587     0.0029898     -0.00364116     -0.009979739     0.001597101     0.03653963     -0.149241     
F06       -0.03263265     -0.0396744     -0.01287088     0.0295443     0.001232951     0.03716664     -0.002347567     -0.00148135     0     -0.0006388649     0.01657824     -0.0003177018     0.07161192     -0.1142504     0.02734706     0.003570805     0.0001516609     -0.02125254     
F07       -0.00080014     -0.009371232     0.01025254     -0.01125056     -0.04158069     0.05197509     -0.06744508     0.0550226     0     0.1245008     -0.004839711     -0.002053825     -0.003682154     0.03335316     0.05630512     -0.002173532     -0.3206798     0.1121482     
F08       -0.0001335225     -0.0004714633     -0.003049069     0.006788095     0.04136148     0.2367506     -0.02580702     -0.02233345     0     -0.2125129     0.02966271     -0.001541461     0.00116772     -0.03797079     0.002565896     -0.003061695     -0.03543757     -0.01761593     
F09       -0.002913786     0.01312929     0.02316161     0.01238006     -0.08028664     -0.03130483     0.06719492     -0.0282571     0     0.06543811     -0.01229283     -0.002771322     0.004114938     -0.1276867     0.2185263     -0.002059401     -0.002057015     -0.1080878     
F10       -0.00127111     -0.008982799     0.02096752     -0.02166207     -0.01820064     -0.002241451     0.0002553429     -0.005580343     0     0.1301572     0.05287904     -0.1736907     -0.000479436     -0.003357523     0.008490822     -0.003260456     -0.007420119     0.03426077     
F11       5.737571E-05     -0.128503     0.0185388     -0.01589042     0.2256303     0.005678371     -0.279392     0.008752287     0     0.1197851     -0.02113666     -0.003561821     -0.004942328     0.03974988     0.04029332     -0.003778657     0.02577843     -0.01472448     
F12       0.002999     0.05088929     -0.04214688     -0.01904045     0.08014681     -0.05789687     0.04970068     -0.01572172     0     -0.1443924     0.0600998     0.001905586     -0.0004786791     -0.06685694     0.07756872     0.003486449     -0.07318588     0.1123655     
F13       0.0002056596     0.02307956     0.01953167     -0.02612363     0.006797457     -0.09784453     -0.01275415     0.3157006     0     -0.1655149     -0.007614772     -0.003061992     0.003224907     -0.03386421     0.0172502     -0.001033036     -0.01351046     -0.04256153     
F14       0.003002645     0.08474742     -0.1765212     0.004426742     0.1790888     -0.03415003     -0.00742434     -0.005128799     0     0.005606522     -0.003540493     0.005005207     0.003573792     0.01028887     -0.02922685     -0.002739485     -0.009594893     -0.01993077     
F15       -0.0001972725     -0.0211964     0.002929881     0.01489918     -0.004233397     0.01649791     0.01454704     -0.00829562     0     -0.02662383     0.01209539     0.0005749943     0.002144436     0.008967545     0.05763469     -0.1858665     0.09820881     0.01404509     
F16       -0.0005629296     0.07326991     -0.006972008     -0.3341684     0.03191952     0.1452182     0.05456808     0.03426816     0     -0.007072456     -0.003702525     -1.269023E-05     -0.00431547     0.04339474     0.01036074     7.13497E-05     0.0137427     -0.04729705     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
