         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0     0.01840855     0.05748313     -0.02029238     0.004353543     0     -0.0153146     -0.03096646     0     -0.02820493     0     0.03430794     0     0     0.002593753     -0.008514665     -0.006134355     0.003542031     
F01       0     0.0732158     -0.1040018     -0.0148259     -0.008554061     0     -0.02071077     0.03411433     0     0.01860925     0     0.01086179     0     0     0.03212831     0.01716439     0.01261426     0.01240753     
F02       0     -0.07099869     0.001725278     0.01321814     0.004140125     0     0.02178997     -0.1754699     0     0.37595     0     -0.1306752     0     0     0.01483847     -0.006876843     0.01088542     0.008692478     
F03       0     -0.2064407     0.2019703     0.003910362     -0.0346295     0     -0.129534     0.156886     0     -0.01440932     0     0.01389882     0     0     0.01641367     0.02279337     0.02142995     -0.01282844     
F04       0     0.05027981     0.004707356     -0.01128942     -0.005793842     0     -0.01934138     -0.121839     0     -0.2378415     0     0.3781804     0     0     -0.000295962     -0.01509782     -0.01039011     0.002267324     
F05       0     0.1645307     -0.02350098     0.01428194     -0.007422217     0     -0.03758886     0.05857177     0     -0.01387217     0     -0.00470166     0     0     -0.2275516     0.025608     0.05567084     0.006286158     
F06       0     0.1499527     -0.05431818     -0.2689846     0.0100269     0     0.09424143     0.09190103     0     -0.0005059357     0     -0.04848257     0     0     0.004103853     0.009599439     0.006355104     -0.0003771268     
F07       0     -0.003998743     -0.0062203     0.01166226     -0.004989327     0     -0.03502386     0.1741199     0     -0.03435373     0     0.06106947     0     0     0.03705842     0.02343126     -0.2217381     -0.0128084     
F08       0     0.06982823     0.03568772     -0.01811762     0.01681951     0     -0.5709068     0.008591455     0     0.7016814     0     -0.2411422     0     0     -0.01949264     -0.008618073     -0.00864609     -0.004908925     
F09       0     0.04308328     0.06869296     0.01103892     -0.2543838     0     0.1383024     -0.03117997     0     0.0828143     0     -0.0624391     0     0     -0.008576536     -0.008040957     -0.008230003     0.00207687     
F10       0     0.03934899     -0.0217807     -0.01216434     -0.01072743     0     0.03697484     0.1051133     0     -0.02885447     0     -0.03391035     0     0     0.06547151     -0.2271141     0.07363188     0.01246748     
F11       0     -0.003812811     0.003542883     -0.0145263     -0.003218447     0     -0.01522984     0.04562783     0     -0.07870477     0     0.1487233     0     0     -0.008274549     0.0172308     0.1670661     -0.2678422     
Fp1       1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
Cz       0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
Pz       0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     
Fp2       0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     0     
F4       0     0     0     0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     
