         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.001574187     0.07276515     0.04474173     -0.08049221     -0.01975546     0.0001123248     0.01374394     0.01046474     0     -0.02167093     -0.002153713     0.01060269     0.001561422     -0.01002538     0.004397818     -0.001967358     0.004865859     0.004342793     
F01       -0.001706829     -0.07947459     -0.04588319     0.08966319     0.02907343     -0.01628521     -0.01269245     -0.005291875     0     0.01264836     0.002812846     -0.003228435     0.03089686     -0.001995191     -0.01487334     0.006503901     -0.004210588     -0.0003579521     
F02       0.02638877     0.005568666     -0.02537997     0.01218548     -0.001093195     -0.00875188     0.002039929     0.002697995     0     0.002068651     0.0002469729     -0.001334697     -0.01847528     -0.003833303     0.008808907     0.0021054     -0.005480931     0.001429692     
F03       -0.0008168677     -0.09554517     0.001100484     0.1199935     0.01411094     0.04244596     -0.0194421     -0.003300718     0     0.02462553     -0.0007154957     -0.01378975     0.0002640462     -0.003391638     -0.003175652     -0.004769242     -0.01393742     0.01984865     
F04       0.0005162906     0.07109641     -0.00011311     -0.01571829     -0.03167269     -0.001156863     0.01789124     -0.005437707     0     -0.004455091     0.001608718     0.002706213     0.009868382     -0.09524031     0.05190673     -0.002025031     -0.003549457     -0.001922731     
F05       6.95307E-05     0.0360046     -0.03187671     0.02126542     0.01009898     0.02724174     -0.01273985     -0.01066104     0     0.03256514     0.004138376     -0.009904809     0.0005989684     0.002780838     0.04273002     -0.1162262     -0.07139123     0.05047463     
F06       -0.0006562535     -0.02072603     -0.007361642     0.03886642     0.01365993     -0.005498061     0.05676216     -0.0001437465     0     0.02901812     0.005534971     -0.175519     0.0001675235     0.0006230232     0.000369559     -0.00904035     -0.0007090304     0.05649656     
F07       -0.0001109997     -0.02090464     0.0003601456     0.004301797     0.00251899     0.02145131     -0.02286356     0.0209002     0     0.01616468     -0.0002613444     0.02060756     -0.001404956     0.009999109     -0.005232619     0.04943975     0.03213044     -0.1500136     
F08       0.001232358     -0.1801886     0.1451963     0.09312741     0.04120957     -0.01676333     -0.03092681     0.02315838     0     -0.0256483     -0.01109487     0.001116707     0.001487068     -0.0342583     -0.03083785     -0.003992132     0.01411253     0.002378456     
F09       0.001039496     -0.002108597     0.06979313     0.01439016     0.009895522     0.08538318     -0.2449195     0.01571711     0     -0.02441342     -0.009175831     0.09422898     0.0006312471     -0.01704255     -0.005509263     0.002948613     0.002172698     -0.02858504     
F10       -0.0001739623     0.02020026     -0.01728801     -0.02867969     0.02822099     -0.0030514     -0.04189587     0.130692     0     0.00317283     -0.1813589     0.05738463     -0.0007707992     0.005129655     -0.009534095     -0.00195852     -0.005356605     0.05037218     
F11       -2.526924E-05     -0.0534351     0.001990473     0.08019916     0.004569208     0.1314779     -0.005299033     -0.303896     0     -0.004244452     -0.002027452     0.089573     0.0004140881     -0.007983935     -0.005027427     0.03387108     0.03052114     0.02881861     
F12       0.001083952     -0.1511022     0.06355058     0.02586988     -0.009416685     -0.01270693     -0.02445975     0.009150988     0     0.01626655     -0.0008261411     0.001320857     0.001328464     -0.04168719     0.2741984     -0.1070978     -0.05413702     0.02537275     
F13       0.001983166     -0.07489944     0.1493245     0.09578396     -0.3186779     -0.006498299     0.2016831     -0.002989635     0     -0.04162537     -0.008302627     -0.0003316573     -0.003615745     0.006414741     -0.007611905     -0.003821442     0.001037619     0.003575996     
F14       -0.0007104023     0.1575504     -0.01148225     -0.3945988     -0.000369046     0.4155868     -0.002551767     -0.1534114     0     0.01332942     0.004339298     -0.01487286     -0.004410971     -0.0009644396     0.009764088     -0.04212093     0.006857157     0.009908047     
F15       0.001733339     -0.01191806     0.005516484     -0.03624053     -0.01076938     0.04739723     -0.0009706074     0.01016611     0     0.01238173     -0.007105391     -0.005353584     -0.000670747     0.002153229     -0.01420561     0.2289209     -0.3463181     0.1196031     
F16       -0.001469888     0.01844447     -0.04190475     -0.05072564     -0.01684058     0.01551985     0.3925103     0.05493391     0     -0.6067905     -0.0008111345     0.2528497     -0.001918013     0.009778594     0.009031669     0.001078229     -0.006388759     -0.01946837     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
