         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01360891     -0.01093335     0.02367524     -0.007849026     0.003341141     -0.001309006     0.009218866     0.003228618     0     -0.01261696     -0.0006915085     0.004585162     0.01413806     -0.001147091     -0.01356014     0.0006526918     0.001509239     0.005782138     
F01       -0.0002212841     0.001234336     -0.01874429     -0.005829477     -0.003023595     0.09693981     -0.06603321     0.09525221     0     0.06409229     -0.1017556     -0.003869017     -0.001378992     -0.000181939     -0.03215357     -0.003229042     -0.01403202     0.03087646     
F02       -0.001473221     0.02647866     -0.04159033     0.05819368     -0.00703558     0.03273857     -0.002537231     -0.02592233     0     0.006792842     0.03145649     -0.02463928     0.02577167     -0.0008477805     -0.1766195     0.003766581     0.05032992     -0.02686958     
F03       0.007373209     -0.02068848     0.1063325     -0.02387914     0.006053265     -0.00615972     0.007641801     0.02315716     0     -0.01255115     -0.008027296     -0.01099664     -0.03646199     -0.001170639     -0.03464594     0.002644646     0.0154373     -0.001561809     
F04       0.001217045     -0.07778606     0.04963623     -0.1450897     0.01032421     0.06309342     0.01073787     0.1029992     0     -0.0460738     -0.05010527     0.01316071     0.01175071     0.0004130009     0.04202788     0.002576505     -0.004416034     -0.0008980059     
F05       0.00210141     -0.004983004     -0.00628467     0.02427918     0.007205968     -0.007354138     -0.002977083     -0.1225859     0     0.008355173     0.2324656     -0.09209853     -0.001615143     0.0005552094     -0.0003578399     0.0009911652     -0.072529     0.05722484     
F06       -0.002072652     0.03087003     -0.0012715     -0.006891157     -0.0006552756     -0.007467674     -0.01081121     -0.007515095     0     0.009690833     0.004692747     -0.002775108     0.01451107     -0.1049457     0.09448978     -0.002328665     -0.01572987     0.004987523     
F07       -0.0009990956     -0.01053185     0.009174585     -0.04714974     0.001040629     0.05041555     -0.02231213     0.04710009     0     0.04213339     -0.007455881     -0.0271006     0.00243448     0.0003692532     0.08532071     -0.001005773     -0.2671068     0.1204072     
F08       -0.08958167     5.829855E-05     0.09825175     -0.02811394     -0.01869722     -0.01026108     0.02631176     0.02774538     0     -0.02575846     -0.006783062     0.00229555     0.07190112     0.0002710958     -0.03443355     0.001088763     0.007150427     -0.002142467     
F09       0.001290439     0.006067662     -0.008893208     -0.01226909     0.006066228     -0.00558804     -0.02171264     -0.009913072     0     0.1522401     0.1107389     -0.2656631     -0.001571724     0.0003927076     0.01080743     -0.0007065426     -0.0008376134     0.004477255     
F10       0.002182465     -0.009945965     0.03543135     0.005677635     0.01364304     0.004375752     0.03258873     0.1099066     0     -0.2999057     -0.03517888     0.1365785     -0.005517446     -0.0004922175     -0.004032064     -0.005179517     0.02823086     -0.03035298     
F11       0.0004508452     -0.01024673     -0.008735399     0.01686228     0.002814114     -0.0237593     0.02463157     -0.0483024     0     -0.06507604     0.2262336     0.008710017     -0.001522224     -0.001118205     0.005656363     -0.001522042     0.1054179     -0.2401198     
F12       -0.0006111403     0.01991619     0.04520286     -0.02610575     0.03910294     0.03893646     -0.3360499     -0.01533832     0     0.2941236     0.006379184     -0.06814659     -0.006725347     0.000739758     -0.008581682     0.002692263     0.0002355793     -0.008563235     
F13       -0.0002737913     -0.001203546     0.003590738     -0.01031215     -0.009742788     0.03000279     0.0130046     0.01014372     0     -0.003040753     -0.01627162     -0.003942213     0.0002299893     -0.002096028     0.08021078     -0.24042     0.1938411     -0.04666835     
F14       0.00621246     0.01865957     -0.1769338     -0.06007798     0.3104492     0.007333419     -0.1378261     0.006203054     0     0.02575324     -0.005324068     0.002071802     0.008242975     0.0001712024     -0.003701039     0.002569912     0.0008648625     0.001954245     
F15       -0.001707425     -0.1387032     0.0374438     0.04783069     0.004417413     0.2306105     0.003677419     -0.389967     0     0.0284339     0.1577957     -0.01629645     0.01145304     0.0004589815     0.01342448     -0.001193696     0.05399381     -0.03558433     
F16       -0.001686754     0.2224204     -0.04022343     -0.2846032     -0.01586338     0.2020895     0.08937349     -0.1408195     0     -0.07180899     0.05663856     0.0166368     -0.01427006     -0.001000329     -0.01400533     0.009678137     0.01058872     -0.01415523     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
