         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.02529523     -0.006753928     0.0007046214     -0.02074418     0.001469695     0.0005279916     -0.003009503     -0.001772132     0     -0.0005157291     -0.001613807     0.005027352     0.01307814     0.00436961     -0.0007411977     -0.0026564     0.0003626304     0.002960772     
F01       0.003409099     -0.03448269     -0.001251692     -0.00707593     0.01887164     0.02179831     0.002871469     -0.06722248     0     -0.002513527     -0.03626994     -0.01231898     0.01421609     0.01752102     0.01341389     0.00795678     0.0006367576     -0.03413389     
F02       -0.005630387     -0.01738956     0.03831092     0.007634291     -0.0315229     0.012013     -0.01095529     -0.04636705     0     0.006023313     -0.006759697     0.05520857     0.001675618     0.0001680187     -0.001606283     0.03041625     -0.01609219     -0.01067069     
F03       0.07445768     0.009282782     0.001754241     0.00553566     0.02081204     0.001175443     0.004862139     0.001064777     0     -0.001989558     -0.006714396     -0.007310939     -0.0679744     -0.04847906     0.006249093     -0.001844101     0.001390858     0.0009388339     
F04       0.01314123     -0.02739437     -0.002782237     0.01657616     0.004917304     -0.01086294     -0.0002581504     -0.007763541     0     9.737666E-05     -0.02076863     -0.0002802913     -0.01257586     -0.05199356     0.131255     -0.01575249     -0.005878884     0.001920978     
F05       0.002636298     -0.1845255     -0.000468481     0.3873577     -0.03523469     0.1192691     0.001888023     -0.1605065     0     0.003178786     -0.1073274     0.003946422     -0.00415977     0.002388066     -0.02814965     -0.0006437676     -0.006249289     0.008747669     
F06       -0.05238257     -0.08035626     0.000153464     -0.06904725     0.2391305     0.009216692     -0.0463719     -0.04422875     0     -0.0043713     0.003393348     -0.008074035     0.03594565     0.04449742     -0.003296784     0.008326394     -0.006801303     0.006947321     
F07       0.01773328     0.0276617     -0.03062854     -0.07002199     0.01941798     -0.05032038     0.03773409     0.05136564     0     -0.003273055     0.02423821     -0.06359427     -0.01254902     -0.0264542     -0.01959899     0.1801874     -0.01417653     -0.05921274     
F08       -0.03780875     0.4132954     0.001339395     -0.1859884     -0.02770272     -0.1386831     0.02394298     0.03714371     0     0.00158257     0.000666229     -0.0131452     -0.0311571     -0.04325689     -0.003244651     0.005048564     -0.002597818     -0.001561449     
F09       0.04032625     -0.03032078     -0.0007650263     -0.07765164     0.004280283     0.01581503     -0.007657947     -0.004322606     0     -1.579083E-05     0.005210243     0.007173658     -0.08395737     0.1861635     -0.0266579     -0.005159392     -0.007853231     0.005273906     
F10       0.002010796     0.01201468     0.002730124     -0.002042499     -0.0116256     -0.01653826     0.06828103     0.0410845     0     -0.1370444     -0.00310114     0.05904296     -0.004125448     -0.007738173     -0.004308713     0.02140971     -0.009145339     -0.0125765     
F11       0.007890324     0.03088154     -0.0774948     0.05331777     0.048292     0.03051228     -0.04928951     -0.1905624     0     0.01176583     -0.001692957     0.1600793     -0.001984564     -0.006395777     0.0004319832     0.03012288     -0.02365933     -0.01175671     
F12       -0.005251052     0.02092456     -0.002511712     -0.07899784     -0.002559173     -0.03752962     -0.02074121     0.2127815     0     0.002002812     0.08331771     -0.006437896     0.006979992     0.009717774     -0.001398113     0.02453779     -0.01350874     -0.2151044     
F13       0.01174573     -0.002618218     0.002306079     0.03710066     0.2118714     0.04005423     -0.4086412     0.03395112     0     0.002646791     0.05657516     0.03336637     -0.01253959     -0.02588249     -0.004465566     0.01848948     -0.004599293     -0.01502912     
F14       0.004492088     -0.0009830022     0.01005833     -0.002168562     -0.0006955235     -0.0577858     -0.005959069     0.01003311     0     0.007092197     -0.06760717     0.04979568     -0.006020269     -0.003823626     -0.005907448     -0.09108605     0.3370335     -0.1635914     
F15       0.001501194     0.02925268     -0.003682107     -0.08822296     0.01297612     -0.1025434     -0.02831683     0.4560979     0     0.006864385     -0.3665662     0.05265726     -0.002715055     0.006393077     0.002321304     -0.01501979     -0.01891147     0.05596722     
F16       0.0006614486     -0.160846     0.004485698     0.4843873     -0.01340622     -0.4621815     0.01688592     0.001215491     0     0.002231151     0.1512625     -0.01025765     0.004590268     0.0008570526     0.003683386     0.001301127     -0.005521504     -0.00913014     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
