         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.02950701     -0.003909922     0.001707867     -0.01118438     0.0007970379     -0.01003378     0.01506865     0.0009572177     0     -0.02088121     -4.427438E-05     0.01212089     0.0008437592     -0.007552801     0.00161945     0.0006001603     0.004467637     0.001157135     
F01       -0.003338999     0.0007335292     -0.02082695     -0.05848966     -0.03568206     0.02870933     0.05654112     -0.02627439     0     -0.007466007     0.0009870674     -0.01565519     0.02526131     -0.003071143     0.003468873     -0.006543812     -0.007853374     0.007691483     
F02       0.06649455     -0.004997276     0.0356959     -0.04515648     0.01833772     -0.02284184     0.01891565     0.02101639     0     -0.03430063     0.006716994     -0.003176134     -0.06721487     0.00575687     -0.00885064     0.00630209     0.0153377     -0.01524927     
F03       -0.002264047     0.01407947     -0.01338842     0.02235194     0.004870735     -0.02797301     -0.01154347     0.0691478     0     -0.02117726     -0.06216383     0.03572907     -0.0005626577     0.06000783     -0.1285934     0.01580061     0.04141218     -0.007587314     
F04       -0.004248082     -0.006157685     0.003988684     0.05831569     -0.01270595     0.1125209     0.02011414     -0.1781988     0     -0.0002153406     -0.01332822     -0.001648673     -0.002109198     -0.001390864     0.005417062     0.001598911     -0.00632283     0.00743915     
F05       -0.01205033     0.06656505     -0.01441741     0.006485937     -0.01785023     6.11628E-05     0.04045978     -0.05769751     0     -0.009900824     0.05132494     -0.02180048     0.02127434     -0.1180814     0.05959002     -0.01034882     0.04388224     -0.03476492     
F06       0.01075161     -0.1769742     0.01740889     0.1813206     -0.002996276     -0.03502219     0.009803977     -0.09912027     0     0.02943705     0.09801447     -0.05511192     0.01133725     -0.02540017     0.05168619     0.01788127     -0.01330942     -0.01615193     
F07       0.00362723     -0.002579084     0.029081     -0.03106265     0.04906058     0.01098368     -0.01849516     0.07227242     0     -0.1836956     -0.001686612     0.02027689     -0.008733875     -0.01095364     0.009535624     0.009344132     0.02432301     0.01126216     
F08       0.001157753     0.005552502     0.01305571     -0.04390929     0.06024837     -0.01879139     -0.139213     0.1637511     0     0.07355184     -0.1236422     0.009364202     -0.0009123099     -0.06476004     0.162367     -0.06366667     -0.1351673     0.1082626     
F09       -0.001402244     -0.02206756     -0.00675074     0.01778116     -0.07808895     -0.1564364     0.1508288     0.187286     0     0.1032431     -0.04996594     -0.2040605     0.004104897     0.01627846     -0.005189588     -0.002135789     0.01784097     0.02993777     
F10       -0.01042751     0.02078179     -0.007551011     0.03564247     -0.04326199     -0.08362067     0.1025377     0.1370735     0     -0.06695078     0.07034873     -0.04989993     0.007562893     0.007699868     0.01839436     -0.05308422     -0.09666672     -0.01837827     
F11       0.005323675     0.002177746     -0.004467977     -0.1914632     -0.07283983     0.3180135     0.2089399     -0.1170385     0     -0.2215321     -0.04039307     0.1298608     0.005079824     -0.01456667     0.008166772     -0.01788331     -0.002361313     0.01341555     
F12       -0.005123616     0.04097161     0.007696209     -0.09303213     0.05534777     0.03950695     -0.1416251     0.02959416     0     0.05394125     0.03955096     0.01492821     0.003647604     -0.04273094     0.02605009     0.06765557     0.05516018     -0.1696327     
F13       0.114164     -0.02470578     -0.1096868     0.05635921     -0.0271645     0.01485298     -0.01567426     -0.01100852     0     0.04486796     -0.003242969     -0.01182474     -0.07402608     0.04839647     0.006135703     -0.006107746     -0.002611724     -0.002885207     
F14       0.01095004     -0.007980186     -0.1244008     -0.02949112     0.1968027     -0.01849474     -0.02576436     0.01322601     0     -0.06657464     0.01443796     0.02460154     0.003356561     0.02287019     -0.00413183     0.0110855     0.0001326116     -0.01555803     
F15       0.005179266     0.003739264     -0.01293933     0.1063343     -0.09122015     -0.238072     0.2515254     0.1941642     0     -0.3291848     -0.1111638     0.2365184     0.002273059     -0.04328143     0.04285086     0.01534869     0.0003294164     -0.02648628     
F16       0.00750728     -0.03485029     0.005820062     -0.01749507     -0.004109134     0.06149336     0.01227057     -0.07163522     0     -0.008971432     0.03638582     -0.001369413     -0.007078914     0.009268383     0.1205658     -0.2683972     0.2397877     -0.07785281     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
