         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.009258671     -0.01460994     0.002111077     0.003062136     0.0006264339     0.003012048     0.001140142     -0.005286783     0     -0.01481013     0.009382952     0.006522357     0.004885292     0.0002304164     0.0008563607     0.0008174991     -0.0086932     0.008193926     
F01       0.00741003     -0.09636077     0.01767142     0.005033426     -0.01338265     0.3466524     -0.02647562     -0.2220679     0     -0.004798701     0.009229222     0.02306609     6.637267E-05     -0.0001262555     -0.01093603     -0.003965055     -0.0233977     0.03779352     
F02       0.01345459     -0.2955017     0.04187474     0.0382607     0.001647364     0.1522037     0.02037645     -0.09245016     0     -0.02383246     0.03600941     -0.00254338     0.0158497     0.0692008     -0.004102089     0.002546998     0.01143773     -0.02587336     
F03       -0.0006530512     0.01321216     -0.001504077     0.01363126     -0.001536432     -0.006881646     0.003450622     -0.1880851     0     0.02116735     0.3188377     -0.08395957     0.00241061     -0.01266647     -0.000573334     -0.008441753     0.06198627     -0.1144467     
F04       0.001929591     0.03309495     0.005058731     -0.007034095     -0.007488064     -0.04890272     -0.001690766     0.007185478     0     0.01472367     0.01029515     -0.008422583     0.00703481     -0.09276841     0.03489835     0.1826295     -0.1584392     0.03755987     
F05       0.005631381     0.01327815     -0.018734     -0.009365958     0.08191984     0.02352355     0.04155051     0.08841407     0     -0.3978683     -0.03779719     0.2013792     -0.004768404     -0.004681841     -0.002504663     -0.004471029     0.02787646     -0.03824398     
F06       -0.001064746     -0.01869069     0.009428853     0.002911786     -0.02955624     0.2694377     0.03786235     -0.5833243     0     0.06157527     0.2517779     -0.03400144     0.0005323166     0.003163684     0.004607064     -0.01013337     0.05697103     -0.03152321     
F07       0.005142509     1.515196E-05     0.006156547     0.0043331     0.0008774835     -0.008109618     0.001041497     -0.06676926     0     -0.02792244     -0.001704879     0.03469163     -0.002793909     -0.02291824     0.02358491     -0.1336579     0.3430565     -0.1325258     
F08       -0.004114326     -0.001974555     -0.002594235     -0.004036634     -0.001716441     0.01069739     0.007381158     -0.01988795     0     -0.03208864     0.0467259     0.07459477     0.002225689     0.01287765     -0.01151216     -0.02625476     0.1887072     -0.2657605     
F09       -0.00979272     -0.008703397     -0.1470668     -0.01142291     0.3198753     -0.08607461     -0.03519337     0.04999018     0     -0.1049848     -0.01349314     0.04117151     0.01098077     0.01332888     -6.081926E-05     -0.001782707     0.001332078     0.006930376     
F10       -0.09975097     -0.008378858     -0.006686142     -0.001197073     -0.0004929792     0.01564732     0.002346569     -0.004295504     0     0.003502798     -0.01849773     0.008103619     0.09092996     0.02261065     -0.006445265     0.003012447     -0.006216773     0.00759171     
F11       0.04498452     -0.1757226     0.01347069     0.0221263     0.003765111     -0.008971301     -0.007086188     -0.006296986     0     -0.006662358     0.01361003     0.01151191     -0.09090997     0.31237     -0.07756504     0.01207134     -0.02864683     0.01008987     
F12       -0.0008864029     0.01398086     0.001959338     -0.01528695     -0.0224292     0.0004146545     0.01401746     -0.02512725     0     0.1651069     0.1359568     -0.2804157     -0.002094296     0.006926788     -0.006044251     -0.002791603     0.01743305     -0.02941814     
F13       0.001340387     0.0181788     -0.005789114     -0.005999907     0.002765066     0.0002450373     -0.004419921     0.01209234     0     0.0002228291     0.001536812     -0.001294942     0.01382588     -0.1251674     0.2038008     -0.1816599     0.09110305     -0.02696612     
F14       -0.001212773     -0.06584592     0.03504682     0.1516163     -0.1624404     -0.2111402     0.3748419     0.136854     0     -0.2892095     -0.05433234     0.0809356     0.003764844     0.001602651     0.005067107     -0.001915047     -0.008113668     0.01727519     
F15       -0.05968422     -0.1888927     0.3311703     0.01071894     -0.1631995     0.01952983     0.007294075     0.007398047     0     -0.0004417961     -0.009391057     0.006519464     0.0338448     0.02460659     0.001957244     0.001454264     -0.007506087     0.01018898     
F16       -0.003277509     0.1481937     0.009730521     -0.3036682     -0.07558234     0.2857367     0.1832078     -0.145947     0     -0.1552134     0.02383621     0.05130583     -0.01168366     0.004389951     -0.001796428     -0.001664739     -0.007399483     0.01120668     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
