         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.0127148     -0.02239231     0.01103576     -0.00192233     0.01072288     -0.01658302     -0.004126652     -0.00593277     0     -0.01296027     0.0226227     0.01202633     0.01262307     0.004948434     -0.005017864     -0.004928129     -0.005126641     0.005429118     
F01       0.01563775     0.05157046     0.002448804     0.007517911     -0.001551076     0.05465842     0.01818226     0.00141189     0     0.03209994     -0.03465785     0.03538117     -0.03547303     -0.05613143     0.01684478     0.005938987     -0.01712924     0.0065145     
F02       0.05203535     -0.04165618     0.04029432     -0.002326848     0.05875643     -0.01627618     0.04538846     -0.004164306     0     -0.05778291     0.01396677     -0.006686802     -0.0387676     -0.06123935     -0.008730107     0.001020508     0.01376484     -0.001930274     
F03       0.007913615     0.03157395     -0.0002219084     -0.006077484     0.02721099     -0.1652072     0.005324266     -0.01564814     0     -0.1318834     0.3514248     -0.01204652     -0.005241929     0.003976007     0.008524305     -0.0119507     -0.07754698     0.008706107     
F04       0.01465589     -0.0141232     0.00729777     0.001779544     -0.01358038     0.2020742     0.2660207     -0.001582508     0     -0.5367281     0.1249349     0.008468844     -0.01277411     -0.04173394     -0.002904904     0.03586815     -0.05504037     -0.01013163     
F05       -0.06296727     -0.05130791     0.2216762     -0.001686423     -0.1924962     0.002078403     0.06632061     -0.006865422     0     -0.01043734     0.00968485     -0.0004303489     0.02198757     0.01598662     -0.005839904     -0.01222328     0.004890072     0.008820042     
F06       0.04761678     -0.07260847     0.03606027     -0.008789008     -0.05261897     -0.05000447     0.02839857     -0.005077736     0     -0.01736801     0.0123517     0.02023757     -0.09536674     0.242539     -0.01685338     -0.06107367     -0.001733394     0.003778317     
F07       0.02380268     -0.05573149     0.02785755     0.0002371735     0.04858562     -0.2458516     -0.01340976     0.01713921     0     -0.004909663     -0.04459749     0.02980147     -0.01317733     -0.08919343     -0.01206028     0.4379926     -0.0129805     -0.04629638     
F08       -1.624637E-05     0.01161312     0.005219459     0.008445753     -0.01592135     -0.1325578     6.493038E-05     0.2269715     0     0.001698705     -0.06175163     -0.02502014     -0.001395464     0.007875687     0.003986729     -0.03613567     -0.003886229     0.002091106     
F09       -0.04044845     -0.08216153     -0.1617332     -0.007558817     0.5460801     -0.1030077     -0.2573857     0.01448058     0     -0.02620891     0.04236995     0.00465577     0.0334134     0.07617267     0.002072538     -0.07063373     0.06136926     -0.003767338     
F10       -0.00190949     0.07856112     0.001052371     -0.2318864     -0.0003755436     0.179292     0.003382352     0.02820773     0     -0.01434712     -0.02709425     -0.005892567     -0.00138124     -0.0002128092     0.009847936     -0.01238417     -0.0051147     -0.0002308538     
F11       0.01423733     -0.5034162     0.04686383     0.02130808     0.05893697     0.4040531     -0.07464886     -0.01296108     0     0.02120849     -0.06492462     -0.007311426     0.03627758     0.1464905     0.002009698     -0.09314411     -0.009062824     0.01272806     
F12       -0.00724204     -0.01233598     -0.01093439     -0.0006121593     0.05686067     -0.0131357     -0.0937063     0.003189925     0     0.05245102     0.07435109     0.03093691     0.007047105     -0.01467888     -0.03816789     0.4361175     -0.524439     0.04459426     
F13       -0.003487569     0.02455622     -0.001150574     0.002600684     -0.03378065     -0.1244086     -0.1346766     -0.02519331     0     0.6859978     0.2048869     -0.5985276     -0.0009348051     0.01191757     0.002763061     -0.002403748     -0.03373163     0.01873909     
F14       -0.01017649     0.0171353     -0.01654484     -0.0001465193     0.004767599     0.01770954     0.02578846     0.0003372156     0     -0.04047489     -0.02473568     0.01422481     -0.001116177     0.1687021     -0.3935532     0.2283531     0.01931986     -0.007323796     
F15       -0.0001759331     0.0007332551     0.007865604     -0.003165388     0.01391124     -0.07507237     -0.08724418     0.001740038     0     -0.004733342     0.229902     0.05780978     0.003408386     -0.01660721     -0.02777298     0.1339443     0.2026769     -0.4657463     
F16       -0.02588739     -0.006397501     -0.0007653045     -0.00048566     -0.298784     -0.1916121     0.9501814     -0.01092403     0     -0.5953013     0.09689166     0.04531611     0.02043481     0.05162681     0.008197662     -0.01037594     -0.01635958     0.001905343     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
