         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.02481433     -0.02568155     0.01916602     0.01033829     -0.01109263     -0.009367491     0.01129416     0.003550526     0     -0.01373025     0.005698233     0.003682999     0.001161678     -0.004635552     -0.009483178     0.003329644     0.004223966     -0.002107892     
F01       0.01720203     -0.0515193     0.03173232     0.1398454     -0.02472189     0.01080448     0.01037009     -0.04087066     0     -0.02062008     -0.01399145     0.0246464     -0.0301088     -0.01514194     -0.01791067     0.02006708     -0.005400311     0.01831614     
F02       -0.05953304     0.04207653     -0.07179789     0.001806929     0.02084289     -0.00180384     -0.01617635     -0.002535407     0     0.02921684     -0.005483696     -0.0005847471     0.06486007     0.02196244     0.004707381     -0.002474882     -0.0114899     0.008220163     
F03       -0.0005734037     -0.0009995273     0.0001731561     -0.002646959     -0.004382077     0.0364715     -0.006536205     0.05778797     0     -0.008694659     -0.1981762     0.06878794     0.001160563     0.0005811849     -0.003442921     -0.0006397733     0.01088148     0.03599684     
F04       -0.004510429     0.2729734     -0.005934198     -0.1964236     -0.02184523     -0.01798762     0.02143333     0.01842305     0     0.0001581927     0.0007775016     0.0002274273     -0.03213743     -0.02648086     -0.0289838     0.04097125     -0.00251233     -0.001938491     
F05       -0.002010962     0.01106267     -0.001565919     -0.01626947     0.001598716     -0.01132501     -0.01520749     0.05244389     0     0.07004612     0.08833852     -0.1346853     0.0004639034     0.0009620318     0.0007847502     0.008887191     0.02775851     -0.1102321     
F06       -0.000974532     -0.05157644     -0.001803601     0.1553803     -0.01877415     0.03129927     0.0005616157     -0.3927693     0     0.08200736     0.1990352     -0.04002391     0.00668205     0.005674483     -0.0307648     0.04299419     0.02515638     -0.02603587     
F07       -0.01509661     0.0292566     -0.02397763     0.02357469     -0.00139657     0.03580863     0.01145764     0.04135916     0     0.01086801     -0.02816648     -0.01593613     0.01727747     0.02480409     0.01796021     -0.2315028     0.02913507     0.04507001     
F08       -0.003974666     0.02885033     -0.004206736     -0.01996688     -0.03298217     0.01966655     0.2193164     0.06721441     0     -0.4369811     -0.02943605     0.1815989     0.002853689     0.003278905     -0.02405429     0.01383794     0.006275324     -0.01358756     
F09       -0.001660502     -0.009184968     0.0009997353     0.005885343     0.007164906     -0.001410636     -0.007404747     -0.002172531     0     -0.08412491     -0.0120115     0.1751251     0.002241018     0.0003995115     -0.006754637     0.03392379     0.03214661     -0.1284698     
F10       0.01367152     -0.01910893     0.0193858     0.04144131     0.1008852     0.04949459     -0.3579852     0.02433035     0     0.1554535     -0.02154438     -0.009580341     -0.009055996     -0.006818898     0.002154112     -0.01420147     0.007448549     -0.008664161     
F11       -0.02661882     0.07194918     -0.05396116     0.02041322     0.06172995     0.003919168     -0.03390509     -0.0217285     0     0.01671406     0.001467339     -0.007257417     0.0360668     0.07209242     -0.39904     0.2623085     -0.003778399     -0.02289197     
F12       -0.02018928     0.1222607     -0.04258256     -0.04217519     0.03660626     -0.001241794     -0.02730509     0.005806325     0     0.0249449     0.0005280271     -0.01300441     0.04990951     -0.2399673     0.2149987     -0.09618648     0.01487034     0.002779814     
F13       -0.03155199     -0.05246708     -0.1195117     -0.04338519     0.4141396     0.002669496     -0.2288555     0.01556768     0     -0.001086034     -0.00518233     0.02057664     0.03420147     0.01230118     0.01398839     -0.008730167     0.005805597     -0.0003241794     
F14       0.09532768     0.09382962     -0.2251862     -0.01193648     0.1452391     -0.01255393     -0.05140537     0.006118906     0     0.01484827     -0.001682235     -0.002040303     -0.06849191     0.01799115     -0.0009012825     -0.007782879     0.009797745     -0.004360529     
F15       0.00231091     -0.09988236     0.004624005     0.3315496     -0.01218299     -0.5143051     0.01448018     0.3326082     0     -0.002870607     -0.06646816     -0.01291041     0.006550033     -0.0007984699     -0.004490264     0.02684771     -0.007321813     -0.006868317     
F16       0.001621727     -0.01800609     -0.001831511     0.04777775     -0.002726255     -0.02277337     0.02627569     -0.07677157     0     -0.04250008     0.03180949     0.0300326     0.001943467     -0.005749119     0.03905     -0.3256952     0.5419921     -0.2140081     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
