         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       -9.536015E-05     0     0.01378746     -0.004212216     0.0006611996     -0.01883624     -0.0113656     0.009743835     0     0.0004087941     0.003708667     0.001051262     0.01489718     -0.01350529     0.01391396     -0.007420284     -0.007673093     0.004972933     
F01       6.043914E-05     0     -0.0180011     0.06556433     -0.01110018     0.01678049     0.02705318     -0.01787654     0     -0.001265527     -0.009372178     -0.0001966762     -0.00692479     0.002716689     -0.02368553     -0.01211855     0.005827386     0.0392678     
F02       0.03517071     0     0.004671327     0.01064714     0.01194478     -0.01414294     0.01048789     0.005239875     0     -0.01074146     -0.0002243393     -0.0001004855     -0.02620048     -0.02210226     -0.01935701     0.01537497     0.007930188     -0.004227219     
F03       -0.0004288264     0     -0.00170075     -0.005629971     0.006603313     0.001268819     -0.01595138     0.08519401     0     -0.001793827     -0.008908888     0.002658347     -0.0009753301     0.003765451     -0.007537028     -0.01419846     0.1188662     -0.1777021     
F04       0.04338007     0     -0.0883159     -0.02252419     0.008235655     0.04932902     0.04866789     -0.02258119     0     -0.01345336     0.002161992     -0.007932446     -0.02324286     0.02281451     -0.01035975     0.02439829     -0.03157829     0.01186333     
F05       -0.02898112     0     -0.01021999     0.04644893     -0.03007738     -0.009347575     0.068004     0.005764068     0     -0.02006537     -0.004272705     -0.009182244     0.06557877     -0.1297518     0.04155211     -0.01214555     0.02456295     -0.01247846     
F06       -0.0005210866     0     -0.0158441     0.05793858     -0.009454219     0.14362     0.03539276     -0.2522691     0     0.01290864     -0.0313117     0.002756025     -0.0007543705     -0.004453913     -0.01472763     0.01598442     -0.01297268     0.06879067     
F07       0.004167393     0     0.02514223     -0.05172017     -0.002069419     0.05151638     -0.02237671     -0.04108442     0     0.005361126     0.01063669     0.005106537     -0.005161706     -0.01542065     -0.07896604     0.3009713     -0.251749     0.07751215     
F08       0.025391     0     -0.001380231     -0.04073109     -0.01882647     0.003437556     0.01850054     0.008806679     0     -0.00558653     -0.0006881685     -0.00341422     -0.0194319     -0.06773002     0.2053866     -0.09088435     -0.01699238     0.01478514     
F09       -0.005096638     0     0.008137877     0.01717097     -0.02076801     0.00344566     -0.0081014     0.04408756     0     -0.0009928367     0.04857296     -0.0004539023     0.001931798     0.00644794     0.01408237     0.06004127     -0.2752822     0.08821791     
F10       0.005271238     0     -0.008896072     0.01039255     0.05046126     0.004889647     0.001067302     0.03427936     0     -0.1651548     0.0771813     -0.004697977     -0.001630451     -0.006401033     -0.009197067     0.0002294634     -0.0008343754     -0.004234056     
F11       -0.03222306     0     -0.04440226     -0.09983329     0.1873093     0.01851105     0.009179359     -0.004915349     0     -0.05457197     0.01377826     -0.003876398     0.01908894     0.01778565     0.008291866     -0.008051262     -0.01787331     0.01589652     
F12       0.002315147     0     -0.02598566     0.0105471     0.1120263     0.02171377     -0.186226     -0.007307925     0     0.07187403     -0.005993056     0.01464246     0.002831473     -0.0142791     0.001716398     0.006233327     -0.003745837     -0.00393436     
F13       0.001052971     0     0.00227748     -0.01349511     -0.008650618     0.0252844     0.04167894     0.01928758     0     -0.160972     -0.06635927     0.1658176     1.304326E-05     0.0003017513     -0.001024699     -0.006327846     0.03207472     -0.02853092     
F14       -0.0006729124     0     0.001678816     0.01166744     0.006247857     -0.1318099     -0.01630129     0.3416452     0     0.004493376     -0.2771414     0.009987187     -0.001579798     0.007367731     -0.003037447     0.01370811     -0.1025836     0.1295155     
F15       0.0009242055     0     0.02006345     -0.2553193     -0.00899143     0.4563076     -0.006739692     -0.2444807     0     0.001378626     0.01383832     -0.0002688151     0.003782168     0.001260657     0.02066814     -0.02524983     -0.006318071     0.0335366     
Fz       0     1     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
