         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.01689036     -0.0245898     0.0150615     -0.006607825     -0.0009275763     0     6.948929E-05     0.009977384     0     -0.008302378     0     0.003543204     0.008591774     0.009275697     -0.009709003     0.0001177642     -0.002227498     0.004448555     
F01       -0.005261444     -0.1001756     -0.01266193     0.2684819     -0.002620996     0     0.00538204     -0.1399047     0     0.0372269     0     0.004455827     -0.0004840995     0.0214658     -0.06060593     -0.03649823     0.0577045     0.02322756     
F02       -0.006496329     -0.02482229     -0.04784491     0.1253116     0.06750406     0     -0.05691751     -0.2758169     0     0.1361361     0     0.003578177     0.008985872     0.002400268     0.005159656     -0.001596041     0.03011081     0.03165814     
F03       -0.02788857     -0.003892268     -0.03453436     0.02503221     -0.05625133     0     0.01851471     -0.006054566     0     0.01410502     0     0.00157659     0.04177725     0.04206331     -0.003291917     -0.001631186     -0.006964142     -0.0007319684     
F04       0.01497837     -0.06508575     0.1456689     0.2180485     -0.2976384     0     0.01651867     -0.04181237     0     0.09376195     0     -0.03291094     -0.001180554     0.04076352     -0.2085207     -0.01920064     0.1107661     -0.03703908     
F05       0.002448614     -0.04373013     0.002043027     0.04661936     0.1014875     0     -0.05593679     0.07409654     0     -0.2203736     0     0.08769242     -0.003648589     -0.007169162     0.02258563     -0.0009535457     -0.01853918     -0.005088829     
F06       -0.0004228171     -0.3780117     0.0317132     0.2216149     0.104883     0     -0.05770085     -0.02524945     0     0.008095085     0     -0.0009126751     0.02448922     0.1283139     -0.07180738     0.00731786     0.01108001     -0.003691866     
F07       -0.001100495     0.0003857944     0.01509765     -0.01368852     -0.04286649     0     0.0402883     0.05135633     0     0.0796797     0     -0.1408633     -0.001257943     -0.003865114     0.002213995     -0.0002189986     0.05627464     -0.07355754     
F08       -0.00936774     0.007056846     -0.05301616     0.00355612     0.03965644     0     0.01260807     0.1040482     0     0.01757786     0     -0.02162594     0.009293211     0.05060182     -0.009591031     -0.003637491     -0.2330282     0.07601298     
F09       0.07621551     0.09620929     -0.2446939     0.02951976     0.0806826     0     0.03772721     -0.02605491     0     -0.02725039     0     0.006045586     -0.04690702     -0.02768349     0.05113827     -0.01516232     -0.02059996     0.01458039     
F10       0.007630329     -0.02164408     0.04679442     0.01051581     -0.0496734     0     -0.03691965     0.01645639     0     -0.05162974     0     0.1404689     -0.006631731     -0.03975559     0.0387412     0.0495751     0.07384156     -0.1753977     
F11       -0.03233967     0.1149417     -0.1193885     -0.01611845     0.1478385     0     -0.01775312     -0.006621954     0     -0.03888779     0     0.01175581     0.08617461     -0.220703     0.07928621     0.0003897705     -0.001314078     0.0001443154     
F12       0.00742311     -0.013449     -0.01845694     0.001153084     0.1586049     0     -0.4360107     0.009700894     0     0.4095707     0     -0.1236901     -0.001688721     -0.05301528     0.08338586     0.06357221     -0.1394592     0.05375598     
F13       0.01371254     -0.09750924     0.206969     0.05740058     -0.3137577     0     0.1373446     -0.02078713     0     0.009474369     0     -0.02140327     -0.01121895     -0.1400239     0.3112581     -0.1390311     -0.05064473     0.05140625     
F14       -0.0007821196     0.01132196     -0.06383652     -0.005649174     0.1169605     0     -0.09005328     0.01270625     0     0.03414522     0     -0.005643153     0.002762236     -0.01141744     0.1840219     -0.539509     0.5043156     -0.1476982     
Cz       0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     0     0     0     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
Pz       0     0     0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     
