         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.02637346     0.006518167     0.03656006     -0.01875403     -0.03718973     0.008282631     -0.020592     0.00344984     0     0.02767964     -0.007132696     -0.006809134     0.01074895     -0.000960426     -6.12514E-05     0.0007636262     -0.003364289     0.009676389     
F01       -0.0001941194     0.05441135     -0.01530695     0.09922472     0.008296638     -0.0992917     -0.00189715     -0.02015792     0     0.01279082     0.02266325     0.0007763646     -0.02660944     -4.966619E-05     -0.00843027     0.01828912     -0.01586004     0.01194558     
F02       0.00480526     0.01942585     0.02493846     0.03260525     -0.05031507     -0.00735605     -0.0722582     0.01245131     0     0.08264702     -0.0131987     -0.02253412     -0.01220777     -0.003958486     -0.002291102     0.0110766     -0.02361459     0.01283229     
F03       1.6694E-05     0.003559315     -0.006203957     0.0254402     -6.516212E-05     0.01528544     -0.004424019     -0.02101079     0     0.02528382     -0.121356     0.01904722     -0.001127053     0.0003855858     -0.001691511     0.003859869     -0.01105717     0.05850961     
F04       -0.005828531     0.00960571     -0.00459203     -0.001881465     0.004208529     -0.009572797     0.03239998     -0.01624485     0     -0.01686633     0.01661637     -0.00449703     0.02155539     -0.0546051     0.02634549     0.00909911     -0.005898865     -0.001793537     
F05       0.0006029816     0.02684421     -0.001315865     0.0106612     -0.01180224     0.002017465     -0.01058866     -0.01680454     0     0.04049271     0.03367585     -0.01812398     0.004943898     0.0008568901     0.03388413     -0.1363348     -0.02909578     0.03513088     
F06       0.008275848     -0.0187083     0.03222035     0.06877141     -0.002534683     -0.01428972     -0.02665295     -0.007006242     0     -0.1490587     0.03865837     0.05006935     -0.01050052     -0.002001263     0.003243278     0.003337204     0.001167651     -0.00740732     
F07       0.001987459     0.009180798     0.002231676     -0.005393022     0.0004168874     -0.007557088     -0.001074671     0.01210615     0     -0.00614172     0.03745597     0.008873851     -0.00631191     0.003781846     -0.00062246     0.03778375     0.007314716     -0.1178653     
F08       -0.0002799669     -0.01202084     -0.02139995     -0.0654195     0.01407429     0.2329666     0.009373261     -0.09330138     0     -0.05839919     -0.01229974     0.04242921     0.004321072     0.001251404     -0.002951966     0.003197186     -0.05697376     0.03709178     
F09       0.07022633     0.02619616     -0.09525894     -0.01089792     0.04379383     -0.007881289     0.02812269     -0.003787353     0     -0.04407004     0.008885468     0.01548249     -0.04537054     0.003534669     0.004543211     -0.01534235     0.0296606     -0.0151621     
F10       -0.005697932     0.05420083     -0.007103353     -0.05395681     0.001107438     -0.04011324     0.01660531     0.1451172     0     -0.03658127     -0.07718885     0.0132646     -0.002772822     0.004820962     0.005199079     0.005242155     -0.06376143     0.04397201     
F11       -0.02456788     0.09701737     -0.1001129     -0.0360999     -0.012054     -0.02475697     0.0321035     -0.01546226     0     -0.001096399     0.02616151     -0.003205107     0.04667104     0.004573834     0.001951991     0.01058583     -0.005400927     -0.00685044     
F12       -0.00212068     -0.1184562     -0.01026865     0.2137167     -0.006417349     -0.06832549     -0.03087691     0.037718     0     0.02380022     -0.02917024     -0.00373499     0.02166518     -0.001427771     -0.00735423     -0.05396402     0.03412355     -0.007302885     
F13       -0.001631826     0.009955349     -0.009733742     -0.01865809     0.01033381     0.02668913     0.03059962     -0.0139419     0     0.09172441     0.04443219     -0.1813025     -0.0003658932     0.001245031     -0.002344393     -0.02307086     0.00552829     0.01975058     
F14       0.003897384     -0.07858948     0.003757501     0.02693352     -0.001729283     -0.02794767     -9.749697E-05     0.001735014     0     0.02275001     0.01444473     -0.01414391     -0.009828384     -0.00365711     0.1653931     -0.03832063     -0.07394739     0.02603514     
F15       0.002799581     -0.01490616     0.002122207     0.01535939     0.01113539     -0.04322552     -0.01434069     0.004508401     0     0.01664987     0.02436112     -0.009126875     0.002831735     0.002454456     -0.08397149     0.2499837     -0.24472     0.07009494     
F16       0.007753581     -0.05071463     0.09887404     0.07576587     -0.19758     -0.02655281     0.1071375     -0.0258534     0     -0.005039636     0.01488449     -0.006363175     -0.01652551     0.005885544     0.005567741     0.01170731     -0.01715918     0.009464738     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
