         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.04848119     -0.006165     -0.003194145     -0.001458895     -0.001516124     -0.0004894897     -0.002117719     -0.003261441     0     -0.008074936     0.007420423     0.004609429     -0.01174681     -0.01373137     0.0004495381     -0.005162384     0.004349836     0.00512664     
F01       0.001141574     0.01116015     -0.02458251     0.02969597     0.06550836     0.00979491     0.02796295     0.03219839     0     0.004396024     -0.1151764     0.0647312     -0.01498457     -0.02958688     -0.003412694     0.004070492     0.01861051     0.02832836     
F02       0.08612399     -0.005755876     0.0272902     -0.02295223     0.02867085     0.01101281     -0.01313622     0.003293738     0     -0.008530923     0.004020877     -0.00991653     -0.08199584     -0.04590727     0.00195893     0.003401437     0.01053789     -0.006458761     
F03       -0.01373124     -0.00922333     -0.03662579     -0.002815578     0.07910509     0.01240701     0.06258191     0.08559532     0     0.02302851     -0.1615393     -0.1503466     0.00754607     -0.004078264     -0.002647178     -0.005966378     0.01250073     0.08458901     
F04       -0.006248131     -0.01086028     -0.0141137     0.05090717     -0.01985208     -0.00362625     -0.0024174     0.00335266     0     0.003577208     -0.3361037     0.2502558     0.006675153     0.002677866     -0.0006521722     0.0292016     0.01061378     0.04385607     
F05       -0.00124825     0.0005035184     0.003677133     -0.0006033463     0.006140371     0.01595848     0.01673313     -0.01846903     0     0.005537824     -0.1620875     -0.006513327     0.001612953     0.008321501     -0.001194684     -0.07617247     -0.01960041     0.2560178     
F06       -0.01954421     0.004027197     -0.04248577     0.02910805     0.02776996     0.02652304     0.02551257     0.06537261     0     0.004197078     -0.02456832     -0.010616     0.0148168     0.09224924     -0.002357194     -0.2908009     0.01021359     0.06429385     
F07       0.07949474     0.02953325     -0.4664005     0.09839793     0.3523855     -0.003510925     -0.007179869     -0.04781547     0     -0.004276001     0.0113028     -0.022422     -0.004488375     -0.04496021     -0.0007703551     0.01088882     -0.01401938     0.008407224     
F08       -0.005910072     0.0008726317     -0.001257558     0.03330267     -0.007245129     -0.01718895     0.001162225     -0.01830673     0     0.009927556     0.01732788     -0.009198418     0.004376856     0.07055496     -0.1911663     0.1102666     0.018589     -0.02346759     
F09       0.1273962     -0.01636402     -0.03433378     0.007640107     -0.1499751     -0.004388039     -0.002966849     0.06235443     0     0.02050506     -0.0438181     0.0123515     -0.1459941     0.2217427     -0.0004204896     -0.0607339     0.02054641     -0.00183857     
F10       0.007685682     0.002609716     -0.0008306697     0.214908     -0.01586397     0.06137351     -0.006042902     -0.4734691     0     -0.01024442     0.2742525     -0.01511264     -0.01200048     -0.04654008     0.002777887     0.03758898     0.02534478     -0.04210112     
F11       0.01694302     0.0306812     0.26502     0.1523031     -0.5076675     0.002408876     0.009732053     0.1419349     0     0.04692876     -0.141297     0.04239143     -0.009567203     -0.1181461     7.06722E-05     -0.01588497     0.03121296     -0.004360449     
F12       0.000951258     -0.3930602     0.1029081     0.2699741     -0.03851786     0.01948285     0.009390691     -0.03952299     0     -0.01011038     -0.005410866     0.008131302     0.02011619     0.07800481     1.056084E-05     -0.02223611     -0.003326341     0.007031274     
F13       0.002393617     0.02003289     0.03299588     -0.01101988     -0.06149754     0.005101511     -0.02096813     0.1132165     0     0.01748628     -0.06715534     -0.001794658     -0.004291282     -0.02521468     -0.004157587     0.240378     -0.457699     0.2105496     
F14       -0.01052939     -0.01904291     -0.1867898     -0.02357377     0.6291155     0.0837117     -0.6894118     0.1281135     0     0.09820064     -0.07272364     0.07036442     0.01360947     0.003238671     0.0003089857     -0.01235976     0.01181665     -0.01381589     
F15       0.0006321324     -0.0006685043     -0.04838549     -0.01087372     0.0837018     -0.04061659     0.2363092     0.1516968     0     -0.5784801     -0.03160338     0.2572655     0.001686131     -0.01170287     0.000181265     -0.0003628155     0.03293438     -0.04690652     
F16       -0.0008139489     -0.01618977     -0.02578202     0.2859685     0.02206298     -0.5333167     0.01266685     0.312524     0     0.007776662     -0.03981829     -0.01988143     -0.001137707     -0.01172767     0.001128935     0.01766071     -0.00284136     -0.005763988     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
