         F00        F01        F02        F03        F04        F05        F06        F07        F08        F09        F10        F11        F12        F13        F14        F15        F16        RightEar        
Fp1       39.21808     -7.820351     -4.789923     -1.028262     2.780602     -1.752981     -1.523328     -0.0175973     -0.2956101     1.445732     1.67285     0.2179917     1.190205     1.578352     -0.7385752     -1.359437     -0.04349799     0     
Fz       14.50091     -13.12886     -6.214662     -6.189177     3.268209     -0.5497406     -6.763246     0.1634488     -2.639843     1.473924     1.664619     -0.4559325     -0.175207     0.3253208     -0.1773103     -0.3568832     -0.325671     0     
F3       17.37834     -11.89316     -0.5333904     -3.248356     2.646384     -3.554705     -1.414282     -0.8671978     -0.8800687     1.516473     1.011651     0.6926127     0.5753352     -4.411807     -1.772314     -0.6534458     0.2387967     0     
FCz       9.426628     -14.38728     -5.932809     -0.657212     2.484696     0.2242983     -0.3382009     -0.05229275     -0.7557757     1.755389     1.422092     1.212605     -0.09437338     0.8628461     -0.1526324     -0.2089486     -0.08276653     0     
FC3       11.03801     -12.25097     -0.4790544     -1.459556     1.679438     -0.7155728     -0.6803973     -2.6232     -0.1235615     1.995006     0.5217013     1.62614     -0.1762525     -3.224553     4.360042     -0.810126     0.09174664     0     
Cz       7.3724     -13.76411     -5.605262     -0.4383761     -0.6287613     0.06932086     -0.1048187     -0.05493481     -0.2232068     2.008067     0.9237849     4.239934     0.7173662     0.9999551     -0.2237756     -1.680477     -0.1961844     0     
C3       8.172314     -11.44933     -1.298785     -3.219711     -0.2671139     -0.6246141     -0.9001535     -4.480783     -1.521912     2.981859     0.4540458     3.030802     -0.6902788     -1.878493     2.022024     0.2106049     -0.1062479     0     
CPz       6.101878     -12.7945     -4.965201     -0.5247025     -4.935444     0.03884883     -0.02747884     -0.2436451     -0.1934151     2.082405     0.831223     3.200826     0.3458914     0.8112506     -0.2751411     -0.8949272     -0.2052756     0     
RightEar       0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1     
CP3       6.07144     -10.54443     -2.129193     -2.011219     -3.389779     -0.3287835     -0.4358761     -6.101019     -0.4556716     1.344047     -0.9525383     2.179158     -0.2738404     -0.7967638     0.5061163     -0.6617218     -0.07393574     0     
Pz       4.770986     -11.0152     -4.393206     -6.227173     -8.563539     0.2365427     -0.5381641     -0.7294809     -3.725185     -1.15827     0.8966998     1.809589     -2.288838     0.7082686     -0.290972     -1.641126     -0.4158977     0     
P3       4.860167     -9.805641     -2.81042     -2.467157     -5.871015     -0.9536827     -0.4753491     -4.964632     -0.9804823     -1.79166     -1.40004     2.296919     -1.124361     -0.4119845     0.0659368     0.8308197     -0.01711863     0     
Fp2       43.4408     -5.414997     -15.34134     -2.471929     2.948242     -4.512437     -1.926211     0.9028711     -1.33951     2.192977     1.692716     -0.3542934     2.213118     -2.36987     -0.06715408     -1.091261     0.3538032     0     
F4       13.86394     -10.49097     -9.163535     -12.06201     2.779265     -11.50556     -5.983656     1.242612     -4.838794     2.442594     0.3521653     -0.8706098     0.8473697     0.7051152     0.2714597     0.5618361     0.8239533     0     
FC4       8.750793     -10.6026     -7.724905     -13.20054     1.193806     -5.617006     -3.821398     1.504574     -2.17387     2.908316     -1.664882     0.1603996     1.354441     1.276566     0.1600909     1.332096     0.5473253     0     
C4       6.625753     -10.7697     -6.397369     -8.547212     -1.653657     -2.912317     -2.088688     1.744504     -3.450953     3.060733     -3.757873     1.221518     1.167781     1.163233     -0.0832196     0.5301086     -2.326925     0     
CP4       5.501287     -10.54259     -5.55065     -4.156845     -4.334378     0.1176466     -1.621102     1.680339     -2.962059     2.503853     -4.448353     1.276373     -0.9874372     0.8924428     -0.2959017     -0.1857676     0.9998448     0     
P4       4.184264     -9.069658     -4.883429     -5.343584     -6.887298     0.6288648     -1.752944     1.491704     -1.69254     0.3238509     -3.701472     1.251304     -5.682167     0.8452945     -0.4586671     -1.27721     -0.8248026     0     
