         Fp1        Fz        F3        FCz        FC3        Cz        C3        CPz        RightEar        CP3        Pz        P3        Fp2        F4        FC4        C4        CP4        P4        
F00       0.03445123     -0.0172614     -0.001492586     0.01391988     -0.0005949498     -0.0002022415     -0.001787446     -0.002180093     0     -0.004252227     0.01318275     -0.006565773     -0.01526068     -0.01258906     -0.000860239     -0.003455476     -0.00619586     0.00778693     
F01       -0.04303163     0.05536398     -0.04504456     -0.04620182     0.01088501     -0.002916289     -0.003004826     -0.01558605     0     -0.01629252     0.02267901     0.01093142     0.0467123     0.02641196     0.007473098     0.04347406     -0.02723429     -0.002595181     
F02       0.003920311     0.05153914     -0.008333919     0.03818498     -0.01815742     -0.002676871     4.53434E-05     0.08911123     0     -0.001584681     -0.06386351     0.01639894     -0.01438488     -0.03664721     -0.009328964     -0.006374968     0.007741943     0.03388817     
F03       -0.06918047     -0.01638503     0.22181     -0.04787678     -0.07300486     -0.0009531164     -0.004731621     -0.05025832     0     -0.01351961     0.04502591     0.002250318     0.01374324     0.01049694     0.001622173     0.02175384     0.001303823     -0.004572408     
F04       -0.001349976     0.01833028     -0.008679288     0.02419229     0.001005921     0.002342338     0.002953005     0.05759346     0     -0.04334674     -0.3144815     0.1961267     -0.003437904     -0.02342208     -0.003885565     0.0733491     -0.001096258     0.02796437     
F05       -0.006803411     -0.02349925     -0.08875694     -0.03324089     0.2089563     -0.0005720006     0.0309456     -0.03945177     0     -0.07584845     0.04210507     -0.01542336     0.01034931     0.004384993     0.004750032     0.01645122     -0.01067872     0.01334442     
F06       0.002970074     0.01630713     -0.01611006     -0.000643821     0.01785425     -0.0005627592     8.99842E-05     -0.05430072     0     -0.1345817     -0.0771258     0.2728226     -0.001425509     -0.006977411     0.005326625     0.006848732     -0.02471914     0.04126373     
F07       -0.003521627     -0.2158487     0.03167843     0.1473213     -0.009315432     -0.007865814     0.01421574     0.04849036     0     0.002197106     -0.07981709     0.02324071     0.004737962     0.1345584     -0.003822813     -0.187574     0.06989288     0.03513382     
F08       0.03078705     0.0948351     -0.04305515     -0.09165175     0.01378167     -0.003794913     -0.001350841     -0.07618763     0     -0.01926402     0.08444767     -0.007837873     -0.06132272     0.06291315     0.01620824     0.07586182     -0.009488846     -0.03725181     
F09       0.002965302     -0.01126572     0.01693351     0.008602399     0.006315549     0.002970409     0.08224282     0.1252718     0     -0.3869412     -0.03759391     0.169414     -0.001781718     -0.006541967     -0.0150779     0.0164256     0.001477603     -0.01539597     
F10       -0.002646263     -0.01209406     0.0005418931     -0.01811058     0.003324319     -0.002994827     0.001543962     -0.005012484     0     -0.05621204     0.18871     0.0841117     0.001684714     0.008846837     -0.002796121     0.07598116     0.02830401     -0.3082965     
F11       0.01813076     -0.2001543     0.04864191     0.01831979     -0.006055019     -0.01054277     -0.0008125237     0.01629911     0     0.01070055     -0.03441881     0.01889733     -0.0005872636     -0.0181939     -0.002472948     0.2482954     0.002589695     -0.06385119     
F12       0.001789145     -0.003718288     -0.007109834     0.1437875     0.001267672     -0.313002     0.002373844     0.2100268     0     0.005981508     -0.01129187     -0.02155077     -0.000921958     -0.02059398     -0.008887046     0.0540187     0.003852238     -0.03535699     
F13       0.001709312     -0.04572409     -0.00956792     0.02995793     0.2101507     0.006174465     -0.3517713     0.05942671     0     0.1049892     -0.04755434     0.02286848     -7.064941E-06     0.006609879     -0.005025619     -0.01322826     0.03751757     -0.02062231     
F14       0.01276118     -0.136884     0.002521597     0.2401684     -0.002463785     0.002197126     0.007287659     -0.3485579     0     0.004419769     0.2502851     -0.04241867     0.004389031     -0.03636255     -0.0001896775     0.08941565     0.02562387     -0.07296006     
F15       -0.007838469     0.07363877     -0.01925066     -0.01578583     0.004267497     0.0002959675     -0.003854468     -0.05086455     0     0.008211065     0.04055948     -0.008819086     0.00206431     0.1034507     -0.376118     0.3240939     -0.04679192     -0.03819636     
F16       0.001551521     -0.07219695     0.01684968     0.03710205     -0.003155244     -0.008103488     -0.001804047     0.09222669     0     0.0124924     -0.006918638     -0.03976488     0.0003693908     0.002692894     -0.0298247     0.4020455     -0.6778741     0.2754007     
RightEar       0     0     0     0     0     0     0     0     1     0     0     0     0     0     0     0     0     0     
